Sub,Effect,Trial,A1,A2,B1,B2,C1,C2,resp,response,RT
2,Com2,1,6.6,4.5,5.6,5.5,4.5,6.6,2,2,16.629
2,Com2,3,6.4,4.7,5.5,5.6,4.6,6.5,2,2,17.297
2,Com3,4,5.7,5.5,4.7,6.5,3.8,7.4,3,1,9.252
2,Com3,9,5.4,5.6,4.3,6.7,3.4,7.6,1,1,6.532
2,Com1,10,7.4,3.8,6.6,4.6,5.5,5.7,2,1,7.04
2,Com3,12,5.4,5.4,4.5,6.3,3.3,7.5,2,2,4.532
2,Com1,14,7.7,3.5,6.6,4.6,5.7,5.5,1,3,4.995
2,Com3,16,5.4,5.6,4.5,6.5,3.4,7.6,3,2,6.112
2,Com1,19,7.6,3.4,6.6,4.4,5.6,5.4,1,3,5.01
2,Com2,22,6.7,4.4,5.6,5.5,4.5,6.6,3,3,6.337
2,Com3,23,5.6,5.5,4.5,6.6,3.6,7.5,1,2,6.547
2,Com2,24,6.3,4.6,5.4,5.5,4.4,6.5,2,3,9.602
2,Com2,29,6.6,4.4,5.6,5.4,4.7,6.3,1,1,8.623
2,Com1,33,7.8,3.1,6.8,4.1,5.7,5.2,1,2,9.599
2,Com2,34,6.5,4.5,5.5,5.5,4.5,6.5,2,1,6.08
2,Com3,35,5.5,5.7,4.6,6.6,3.5,7.7,2,1,7.33
2,Com2,37,6.3,4.6,5.4,5.5,4.3,6.6,3,1,8.304
2,Com1,42,7.4,3.6,6.6,4.4,5.5,5.5,2,2,9.006
2,Com3,45,5.6,5.5,4.5,6.6,3.5,7.6,3,1,6.462
2,Com2,53,6.3,4.6,5.4,5.5,4.5,6.4,1,1,9.312
2,Com3,54,5.5,5.5,4.4,6.6,3.5,7.5,3,2,6.543
2,Com1,58,7.5,3.4,6.3,4.6,5.4,5.5,3,2,6.191
2,Com2,64,6.8,4.1,5.7,5.2,4.8,6.1,3,3,11.104
2,Com2,66,6.6,4.2,5.6,5.2,4.5,6.3,2,1,6.434
2,Com3,67,5.6,5.3,4.7,6.2,3.6,7.3,3,2,9.725
2,Com1,68,7.5,3.5,6.5,4.5,5.4,5.6,1,3,10.978
2,Com1,70,7.6,3.3,6.5,4.4,5.6,5.3,3,3,8.479
2,Com2,73,6.6,4.5,5.6,5.5,4.6,6.5,1,1,4.928
2,Com1,76,7.6,3.5,6.4,4.7,5.5,5.6,3,2,4.465
2,Com3,77,5.4,5.4,4.5,6.3,3.4,7.4,3,2,3.518
2,Com2,78,6.4,4.5,5.4,5.5,4.3,6.6,3,1,7.808
2,Com1,81,7.4,3.3,6.4,4.3,5.3,5.4,2,3,8.304
2,Com3,83,5.4,5.4,4.4,6.4,3.3,7.5,3,2,4.287
2,Com1,84,7.6,3.2,6.6,4.2,5.6,5.2,2,2,6.961
2,Com1,86,7.6,3.4,6.5,4.5,5.5,5.5,3,2,2.847
2,Com2,87,6.5,4.4,5.4,5.5,4.4,6.5,3,2,3.072
2,Com2,90,6.5,4.4,5.5,5.4,4.4,6.5,3,1,8.403
2,Com1,91,7.3,3.5,6.4,4.4,5.4,5.4,1,2,6.8
2,Com1,92,7.5,3.3,6.4,4.4,5.4,5.4,1,2,3.137
2,Com3,94,5.6,5.2,4.5,6.3,3.6,7.2,1,1,4.914
2,Com1,97,7.3,3.6,6.3,4.6,5.4,5.5,2,3,4.381
2,Com1,102,7.5,3.4,6.4,4.5,5.4,5.5,3,2,4.497
2,Com2,104,6.5,4.6,5.6,5.5,4.7,6.4,2,1,6.35
2,Com3,105,5.4,5.6,4.3,6.7,3.4,7.6,3,2,7.551
2,Com1,106,7.5,3.5,6.6,4.4,5.6,5.4,1,2,3.664
2,Com1,107,7.4,3.5,6.5,4.4,5.5,5.4,1,3,3.843
2,Com2,108,6.4,4.4,5.4,5.4,4.4,6.4,2,3,4.206
2,Com2,111,6.5,4.3,5.6,5.2,4.5,6.3,2,1,3.807
2,Com1,115,7.6,3.5,6.5,4.6,5.5,5.6,1,2,7.951
2,Com1,116,7.6,3.3,6.5,4.4,5.5,5.4,2,3,2.592
2,Com3,117,5.5,5.5,4.5,6.5,3.4,7.6,3,2,3.344
2,Com3,118,5.7,5.2,4.8,6.1,3.7,7.2,1,1,3.871
2,Com2,119,6.3,4.5,5.4,5.4,4.5,6.3,2,3,3.106
2,Com2,120,6.2,4.9,5.3,5.8,4.2,6.9,1,2,4.883
2,Com3,123,5.6,5.2,4.5,6.3,3.5,7.3,1,1,3.955
2,Com2,124,6.6,4.9,5.7,5.8,4.6,6.9,3,2,8.624
2,Com1,128,7.6,3.5,6.6,4.5,5.6,5.5,3,2,5.855
2,Com2,131,6.4,4.6,5.4,5.6,4.3,6.7,2,3,6.127
2,Com2,132,6.6,4.4,5.6,5.4,4.7,6.3,3,3,3.827
2,Com1,133,7.2,3.7,6.2,4.7,5.3,5.6,1,2,5.759
2,Com2,134,6.5,4.6,5.5,5.6,4.5,6.6,2,1,2.878
2,Com2,135,6.5,4.4,5.5,5.4,4.4,6.5,3,3,3.473
2,Com1,136,7.4,3.5,6.5,4.4,5.4,5.5,3,2,4.451
2,Com3,139,5.6,5.5,4.7,6.4,3.5,7.6,3,2,6.336
2,Com2,140,6.6,4.6,5.5,5.7,4.6,6.6,2,2,3.647
2,Com1,141,7.7,3.4,6.5,4.6,5.6,5.5,2,2,6.926
2,Com1,143,7.0,3.5,6.2,4.3,5.1,5.4,1,2,4.335
2,Com1,145,7.5,3.4,6.3,4.6,5.4,5.5,3,2,3.39
2,Com1,146,7.6,3.5,6.4,4.7,5.5,5.6,2,3,3.505
2,Com3,147,5.6,5.4,4.7,6.3,3.5,7.5,2,2,4.241
2,Com1,148,7.5,3.6,6.4,4.7,5.5,5.6,2,2,2.242
2,Com1,149,7.5,3.6,6.6,4.5,5.5,5.6,3,2,5.486
2,Com3,150,5.5,5.5,4.6,6.4,3.4,7.6,2,2,6.448
2,Com2,151,6.6,4.4,5.5,5.5,4.4,6.6,1,1,5.089
2,Com3,152,5.4,5.5,4.5,6.4,3.3,7.6,1,2,5.47
2,Com2,154,6.5,4.5,5.4,5.6,4.5,6.5,1,1,3.088
2,Com2,157,6.2,4.7,5.3,5.6,4.2,6.7,2,1,3.569
2,Com2,158,6.6,4.6,5.7,5.5,4.7,6.5,2,3,2.866
2,Com3,164,5.5,5.6,4.5,6.6,3.5,7.6,3,2,6.846
2,Com1,165,7.4,3.7,6.2,4.9,5.3,5.8,3,2,3.358
2,Com3,167,5.6,5.4,4.7,6.3,3.6,7.4,2,2,6.669
2,Com1,168,7.4,3.6,6.4,4.6,5.4,5.6,2,3,2.128
2,Com1,170,7.7,3.1,6.5,4.3,5.6,5.2,1,2,6.671
2,Com1,173,7.7,3.4,6.6,4.5,5.6,5.5,1,3,5.584
2,Com1,174,7.5,3.5,6.6,4.4,5.5,5.5,3,2,2.43
2,Com3,176,5.6,5.5,4.6,6.5,3.5,7.6,1,1,7.679
2,Com3,177,5.4,5.5,4.3,6.6,3.4,7.5,1,1,2.833
2,Com2,178,6.5,4.4,5.6,5.3,4.7,6.2,3,3,1.199
2,Com3,182,5.3,5.8,4.2,6.9,3.4,7.7,1,1,8.68
2,Com3,183,5.4,5.5,4.4,6.5,3.4,7.5,3,2,2.383
2,Com1,185,7.6,3.5,6.5,4.6,5.6,5.5,3,2,3.471
2,Com3,186,5.4,5.4,4.4,6.4,3.5,7.3,3,2,2.512
2,Com1,187,7.8,3.7,6.6,4.9,5.7,5.8,3,2,2.448
2,Com3,188,5.5,5.6,4.5,6.6,3.5,7.6,2,2,6.256
2,Com3,193,5.5,5.4,4.4,6.5,3.4,7.5,2,2,3.087
2,Com3,194,5.5,5.6,4.6,6.5,3.6,7.5,3,2,2.063
2,Com2,195,6.4,4.3,5.3,5.4,4.4,6.3,1,2,2.945
2,Com2,197,6.3,4.5,5.4,5.4,4.4,6.4,1,1,8.559
2,Com1,199,7.3,3.5,6.3,4.5,5.4,5.4,1,1,4.142
2,Com2,203,6.6,4.5,5.5,5.6,4.5,6.6,2,2,7.505
2,Com3,209,5.5,5.4,4.4,6.5,3.4,7.5,3,2,4.305
2,Com3,211,5.4,5.5,4.3,6.6,3.3,7.6,2,2,3.039
2,Com2,212,6.4,4.7,5.5,5.6,4.5,6.6,2,3,1.807
2,Com1,215,7.6,3.5,6.7,4.4,5.6,5.5,1,3,3.231
2,Com3,216,5.5,5.6,4.5,6.6,3.5,7.6,3,1,2.639
2,Com3,218,5.1,5.4,4.0,6.5,3.1,7.4,1,1,2.574
2,Com2,219,6.4,4.4,5.4,5.4,4.5,6.3,3,1,2.847
2,Com2,220,6.5,4.5,5.4,5.6,4.3,6.7,2,2,2.606
2,Com3,223,5.3,5.6,4.2,6.7,3.4,7.5,2,1,3.085
2,Com2,227,6.2,4.3,5.1,5.4,4.0,6.5,3,1,2.447
2,Com2,228,6.5,4.6,5.6,5.5,4.7,6.4,1,2,1.97
2,Com1,229,7.4,3.4,6.3,4.5,5.4,5.4,3,2,4.415
2,Com3,230,5.3,5.4,4.4,6.3,3.4,7.3,1,2,3.905
2,Com3,232,5.7,5.8,4.6,6.9,3.6,7.9,2,3,4.623
2,Com2,233,6.4,4.7,5.5,5.6,4.5,6.6,1,2,2.766
2,Com1,235,7.5,3.5,6.5,4.5,5.4,5.6,3,1,1.824
2,Com3,236,5.6,5.5,4.7,6.4,3.6,7.5,1,1,3.711
2,Com3,238,5.5,5.6,4.5,6.6,3.5,7.6,1,1,7.151
2,Com3,239,5.4,5.5,4.4,6.5,3.4,7.5,3,1,4.047
2,Com2,240,6.6,4.4,5.5,5.5,4.6,6.4,1,1,7.009
3,Com2,1,6.5,4.5,5.4,5.6,4.3,6.7,2,1,17.575
3,Com2,2,6.6,4.4,5.6,5.4,4.7,6.3,1,3,25.282
3,Com3,3,5.3,5.6,4.2,6.7,3.4,7.5,2,3,10.803
3,Com1,4,7.6,3.5,6.5,4.6,5.6,5.5,1,3,12.164
3,Com1,5,7.5,3.6,6.6,4.5,5.5,5.6,2,3,6.819
3,Com1,6,7.7,3.4,6.5,4.6,5.6,5.5,1,3,5.924
3,Com3,10,5.4,5.4,4.5,6.3,3.3,7.5,2,1,3.889
3,Com3,14,5.3,5.8,4.2,6.9,3.4,7.7,2,1,13.312
3,Com3,15,5.5,5.4,4.4,6.5,3.4,7.5,1,1,2.565
3,Com3,17,5.6,5.4,4.7,6.3,3.5,7.5,2,1,4.02
3,Com2,21,6.6,4.4,5.5,5.5,4.4,6.6,1,2,2.562
3,Com2,24,6.3,4.5,5.4,5.4,4.4,6.4,1,1,3.492
3,Com3,26,5.6,5.5,4.7,6.4,3.5,7.6,3,3,2.414
3,Com3,28,5.5,5.6,4.5,6.6,3.5,7.6,1,1,5.808
3,Com3,32,5.4,5.4,4.4,6.4,3.3,7.5,2,3,2.738
3,Com1,34,7.6,3.2,6.6,4.2,5.6,5.2,2,2,5.742
3,Com3,35,5.7,5.5,4.7,6.5,3.8,7.4,2,1,1.889
3,Com3,36,5.6,5.2,4.5,6.3,3.5,7.3,1,1,3.06
3,Com1,38,7.7,3.4,6.6,4.5,5.6,5.5,3,3,3.649
3,Com2,41,6.5,4.6,5.6,5.5,4.7,6.4,1,2,3.057
3,Com1,42,7.3,3.5,6.3,4.5,5.4,5.4,3,1,3.136
3,Com3,43,5.4,5.4,4.4,6.4,3.5,7.3,3,1,10.606
3,Com1,45,7.7,3.5,6.6,4.6,5.7,5.5,2,1,2.0
3,Com3,47,5.5,5.6,4.6,6.5,3.6,7.5,1,1,2.207
3,Com1,48,7.6,3.5,6.4,4.7,5.5,5.6,3,3,4.657
3,Com3,51,5.4,5.5,4.5,6.4,3.3,7.6,1,2,4.973
3,Com2,52,6.4,4.6,5.4,5.6,4.3,6.7,2,2,7.6
3,Com3,53,5.5,5.5,4.5,6.5,3.4,7.6,1,1,2.016
3,Com2,54,6.4,4.4,5.4,5.4,4.4,6.4,2,2,5.373
3,Com1,55,7.6,3.5,6.7,4.4,5.6,5.5,3,1,3.391
3,Com2,59,6.5,4.6,5.6,5.5,4.7,6.4,1,1,4.767
3,Com1,61,7.4,3.3,6.4,4.3,5.3,5.4,1,3,4.3
3,Com2,63,6.5,4.5,5.4,5.6,4.5,6.5,2,2,2.574
3,Com2,65,6.4,4.3,5.3,5.4,4.4,6.3,1,1,3.888
3,Com2,67,6.6,4.5,5.6,5.5,4.6,6.5,2,2,3.857
3,Com2,68,6.5,4.4,5.4,5.5,4.4,6.5,2,1,4.398
3,Com2,70,6.8,4.1,5.7,5.2,4.8,6.1,2,1,2.4
3,Com3,72,5.6,5.4,4.7,6.3,3.6,7.4,3,3,4.095
3,Com2,73,6.6,4.9,5.7,5.8,4.6,6.9,2,1,3.746
3,Com2,76,6.5,4.6,5.5,5.6,4.5,6.6,1,3,5.6
3,Com2,77,6.2,4.3,5.1,5.4,4.0,6.5,1,3,6.834
3,Com3,78,5.4,5.6,4.3,6.7,3.4,7.6,1,2,5.167
3,Com1,79,7.3,3.6,6.3,4.6,5.4,5.5,2,2,2.941
3,Com2,80,6.6,4.6,5.5,5.7,4.6,6.6,2,2,3.712
3,Com2,81,6.5,4.5,5.5,5.5,4.5,6.5,2,2,2.515
3,Com2,84,6.6,4.4,5.5,5.5,4.6,6.4,2,2,2.93
3,Com2,86,6.3,4.5,5.4,5.4,4.5,6.3,3,2,6.211
3,Com1,92,7.5,3.4,6.3,4.6,5.4,5.5,1,1,2.639
3,Com1,94,7.4,3.7,6.2,4.9,5.3,5.8,2,1,1.472
3,Com3,98,5.7,5.8,4.6,6.9,3.6,7.9,1,3,4.671
3,Com3,100,5.4,5.6,4.3,6.7,3.4,7.6,1,1,4.434
3,Com2,102,6.3,4.6,5.4,5.5,4.5,6.4,2,1,6.574
3,Com1,103,7.8,3.1,6.8,4.1,5.7,5.2,1,3,4.817
3,Com2,106,6.6,4.2,5.6,5.2,4.5,6.3,2,2,6.115
3,Com3,111,5.6,5.2,4.5,6.3,3.6,7.2,2,1,9.039
3,Com3,113,5.5,5.7,4.6,6.6,3.5,7.7,2,3,5.15
3,Com1,117,7.7,3.1,6.5,4.3,5.6,5.2,3,1,2.881
3,Com2,118,6.7,4.4,5.6,5.5,4.5,6.6,3,3,3.536
3,Com3,119,5.5,5.6,4.5,6.6,3.5,7.6,2,3,3.935
3,Com1,120,7.3,3.5,6.4,4.4,5.4,5.4,2,2,3.247
3,Com2,122,6.6,4.5,5.5,5.6,4.5,6.6,3,2,3.927
3,Com3,123,5.6,5.5,4.7,6.4,3.6,7.5,2,1,5.679
3,Com1,125,7.4,3.5,6.5,4.4,5.5,5.4,3,3,3.678
3,Com1,126,7.4,3.5,6.5,4.4,5.4,5.5,1,1,5.667
3,Com3,127,5.1,5.4,4.0,6.5,3.1,7.4,2,2,7.104
3,Com2,128,6.6,4.5,5.6,5.5,4.5,6.6,2,2,4.175
3,Com3,129,5.4,5.5,4.4,6.5,3.4,7.5,1,1,5.487
3,Com2,132,6.4,4.7,5.5,5.6,4.5,6.6,2,2,5.713
3,Com1,135,7.6,3.5,6.6,4.5,5.6,5.5,2,2,3.805
3,Com3,137,5.7,5.2,4.8,6.1,3.7,7.2,2,1,2.417
3,Com1,138,7.5,3.6,6.4,4.7,5.5,5.6,2,3,3.886
3,Com1,140,7.6,3.3,6.5,4.4,5.5,5.4,1,2,8.447
3,Com3,143,5.4,5.4,4.5,6.3,3.4,7.4,1,2,4.176
3,Com1,147,7.2,3.7,6.2,4.7,5.3,5.6,3,3,4.784
3,Com2,149,6.6,4.4,5.6,5.4,4.7,6.3,1,2,3.199
3,Com3,152,5.4,5.5,4.4,6.5,3.4,7.5,3,2,4.59
3,Com3,155,5.5,5.5,4.6,6.4,3.4,7.6,2,1,2.543
3,Com1,156,7.6,3.3,6.5,4.4,5.6,5.3,1,3,4.002
3,Com1,159,7.4,3.6,6.4,4.6,5.4,5.6,2,3,6.961
3,Com1,161,7.6,3.5,6.4,4.7,5.5,5.6,3,3,5.422
3,Com1,162,7.4,3.8,6.6,4.6,5.5,5.7,3,3,2.734
3,Com3,163,5.4,5.5,4.3,6.6,3.3,7.6,1,2,3.935
3,Com1,165,7.5,3.3,6.4,4.4,5.4,5.4,2,3,2.927
3,Com2,168,6.5,4.3,5.6,5.2,4.5,6.3,2,3,4.271
3,Com2,171,6.2,4.9,5.3,5.8,4.2,6.9,3,2,5.918
3,Com1,173,7.5,3.5,6.6,4.4,5.6,5.4,2,3,4.465
3,Com1,175,7.5,3.4,6.3,4.6,5.4,5.5,2,3,5.776
3,Com2,176,6.5,4.4,5.6,5.3,4.7,6.2,2,2,4.957
3,Com2,178,6.4,4.7,5.5,5.6,4.5,6.6,3,3,12.559
3,Com2,179,6.4,4.4,5.4,5.4,4.5,6.3,3,2,2.865
3,Com3,182,5.5,5.6,4.5,6.6,3.5,7.6,2,1,3.991
3,Com3,186,5.6,5.5,4.6,6.5,3.5,7.6,2,1,2.494
3,Com1,189,7.0,3.5,6.2,4.3,5.1,5.4,3,2,2.576
3,Com3,190,5.5,5.4,4.4,6.5,3.4,7.5,3,1,2.767
3,Com2,191,6.6,4.6,5.7,5.5,4.7,6.5,1,2,2.848
3,Com2,193,6.4,4.5,5.4,5.5,4.3,6.6,3,2,2.815
3,Com3,194,5.6,5.3,4.7,6.2,3.6,7.3,1,1,2.689
3,Com1,199,7.5,3.5,6.6,4.4,5.5,5.5,3,3,2.511
3,Com3,201,5.5,5.5,4.4,6.6,3.5,7.5,2,2,2.847
3,Com1,202,7.4,3.4,6.3,4.5,5.4,5.4,2,2,5.087
3,Com3,206,5.6,5.5,4.5,6.6,3.6,7.5,3,1,3.106
3,Com2,207,6.3,4.6,5.4,5.5,4.4,6.5,3,2,2.72
3,Com1,210,7.5,3.5,6.5,4.5,5.4,5.6,2,3,5.265
3,Com1,211,7.6,3.4,6.6,4.4,5.6,5.4,3,3,2.865
3,Com1,214,7.6,3.5,6.5,4.6,5.5,5.6,3,3,4.272
3,Com3,216,5.5,5.6,4.5,6.6,3.5,7.6,1,2,3.567
3,Com1,218,7.5,3.4,6.4,4.5,5.4,5.5,3,3,3.583
3,Com2,219,6.5,4.4,5.5,5.4,4.4,6.5,3,1,3.181
3,Com3,220,5.3,5.4,4.4,6.3,3.4,7.3,2,1,2.369
3,Com2,223,6.2,4.7,5.3,5.6,4.2,6.7,2,2,2.014
3,Com1,226,7.4,3.6,6.6,4.4,5.5,5.5,3,2,3.502
3,Com2,228,6.3,4.6,5.4,5.5,4.3,6.6,2,2,4.895
3,Com2,230,6.5,4.4,5.5,5.4,4.4,6.5,1,2,3.806
3,Com3,231,5.4,5.5,4.3,6.6,3.4,7.5,3,2,4.014
3,Com2,232,6.4,4.7,5.5,5.6,4.6,6.5,1,1,3.616
3,Com1,233,7.6,3.4,6.5,4.5,5.5,5.5,1,2,4.176
3,Com1,236,7.8,3.7,6.6,4.9,5.7,5.8,2,3,3.071
3,Com3,238,5.6,5.5,4.5,6.6,3.5,7.6,2,1,3.138
3,Com1,239,7.5,3.5,6.5,4.5,5.4,5.6,1,2,5.806
3,Com3,240,5.4,5.6,4.5,6.5,3.4,7.6,1,1,3.569
4,Com1,5,7.5,3.4,6.3,4.6,5.4,5.5,3,3,4.803
4,Com2,6,6.5,4.3,5.6,5.2,4.5,6.3,2,2,7.17
4,Com1,7,7.5,3.4,6.4,4.5,5.4,5.5,2,3,5.923
4,Com2,8,6.5,4.4,5.6,5.3,4.7,6.2,2,2,5.427
4,Com3,14,5.6,5.5,4.6,6.5,3.5,7.6,1,1,9.348
4,Com2,19,6.5,4.4,5.5,5.4,4.4,6.5,2,2,8.243
4,Com1,22,7.6,3.5,6.4,4.7,5.5,5.6,1,3,5.459
4,Com3,26,5.6,5.2,4.5,6.3,3.5,7.3,3,1,4.703
4,Com1,27,7.4,3.6,6.4,4.6,5.4,5.6,1,3,6.048
4,Com3,28,5.7,5.2,4.8,6.1,3.7,7.2,3,1,6.512
4,Com2,30,6.4,4.7,5.5,5.6,4.5,6.6,3,2,3.939
4,Com2,31,6.4,4.7,5.5,5.6,4.6,6.5,2,2,3.296
4,Com2,32,6.3,4.5,5.4,5.4,4.5,6.3,2,2,3.101
4,Com3,38,5.6,5.4,4.7,6.3,3.5,7.5,2,1,4.851
4,Com3,39,5.4,5.6,4.3,6.7,3.4,7.6,2,1,7.421
4,Com2,41,6.6,4.5,5.6,5.5,4.6,6.5,2,2,7.361
4,Com3,45,5.3,5.6,4.2,6.7,3.4,7.5,2,1,3.072
4,Com1,47,7.6,3.3,6.5,4.4,5.6,5.3,1,3,7.903
4,Com2,48,6.6,4.6,5.7,5.5,4.7,6.5,1,2,3.215
4,Com1,49,7.4,3.7,6.2,4.9,5.3,5.8,1,3,5.04
4,Com1,51,7.6,3.2,6.6,4.2,5.6,5.2,1,3,3.662
4,Com3,54,5.5,5.5,4.5,6.5,3.4,7.6,2,1,7.887
4,Com3,55,5.6,5.5,4.5,6.6,3.5,7.6,3,1,4.56
4,Com3,58,5.5,5.5,4.6,6.4,3.4,7.6,1,1,2.367
4,Com3,62,5.4,5.5,4.3,6.6,3.4,7.5,1,1,5.685
4,Com1,64,7.5,3.6,6.6,4.5,5.5,5.6,3,3,2.942
4,Com3,67,5.4,5.4,4.4,6.4,3.5,7.3,2,1,2.545
4,Com2,71,6.6,4.6,5.5,5.7,4.6,6.6,1,2,15.758
4,Com2,72,6.2,4.9,5.3,5.8,4.2,6.9,3,2,3.491
4,Com2,76,6.5,4.5,5.4,5.6,4.5,6.5,2,2,4.847
4,Com3,81,5.5,5.6,4.5,6.6,3.5,7.6,3,1,3.632
4,Com1,82,7.7,3.4,6.5,4.6,5.6,5.5,1,3,3.599
4,Com2,86,6.3,4.6,5.4,5.5,4.4,6.5,1,2,4.417
4,Com2,87,6.4,4.4,5.4,5.4,4.5,6.3,3,2,3.342
4,Com3,90,5.5,5.6,4.5,6.6,3.5,7.6,2,1,4.269
4,Com1,91,7.6,3.4,6.5,4.5,5.5,5.5,2,3,2.992
4,Com2,93,6.5,4.6,5.5,5.6,4.5,6.6,3,2,3.663
4,Com2,94,6.4,4.6,5.4,5.6,4.3,6.7,2,2,3.569
4,Com3,95,5.4,5.5,4.3,6.6,3.3,7.6,3,1,2.962
4,Com1,96,7.6,3.5,6.6,4.5,5.6,5.5,3,3,3.645
4,Com3,97,5.5,5.4,4.4,6.5,3.4,7.5,2,1,2.591
4,Com1,100,7.6,3.3,6.5,4.4,5.5,5.4,1,1,2.271
4,Com3,101,5.6,5.2,4.5,6.3,3.6,7.2,3,1,3.791
4,Com2,102,6.4,4.7,5.5,5.6,4.5,6.6,1,2,3.519
4,Com2,103,6.7,4.4,5.6,5.5,4.5,6.6,3,2,3.552
4,Com1,104,7.3,3.5,6.4,4.4,5.4,5.4,3,3,3.393
4,Com2,105,6.5,4.6,5.6,5.5,4.7,6.4,3,2,2.991
4,Com1,107,7.5,3.3,6.4,4.4,5.4,5.4,2,3,2.895
4,Com1,108,7.5,3.5,6.5,4.5,5.4,5.6,3,3,4.111
4,Com3,111,5.4,5.4,4.4,6.4,3.3,7.5,1,1,6.064
4,Com1,113,7.4,3.3,6.4,4.3,5.3,5.4,2,3,4.255
4,Com1,115,7.5,3.5,6.6,4.4,5.6,5.4,2,3,7.121
4,Com2,116,6.2,4.3,5.1,5.4,4.0,6.5,3,2,5.566
4,Com3,117,5.4,5.4,4.5,6.3,3.4,7.4,2,1,3.217
4,Com3,119,5.3,5.8,4.2,6.9,3.4,7.7,1,1,6.403
4,Com2,122,6.3,4.5,5.4,5.4,4.4,6.4,2,2,6.199
4,Com2,124,6.5,4.6,5.6,5.5,4.7,6.4,2,2,2.433
4,Com1,126,7.4,3.5,6.5,4.4,5.4,5.5,3,3,2.207
4,Com1,129,7.6,3.5,6.7,4.4,5.6,5.5,2,3,3.951
4,Com2,130,6.3,4.6,5.4,5.5,4.3,6.6,1,1,2.897
4,Com1,131,7.7,3.5,6.6,4.6,5.7,5.5,1,3,3.391
4,Com1,132,7.3,3.6,6.3,4.6,5.4,5.5,2,3,2.863
4,Com2,133,6.4,4.5,5.4,5.5,4.3,6.6,3,2,2.801
4,Com1,134,7.8,3.7,6.6,4.9,5.7,5.8,3,3,1.665
4,Com3,135,5.4,5.6,4.3,6.7,3.4,7.6,3,1,1.998
4,Com2,136,6.6,4.4,5.5,5.5,4.6,6.4,1,2,1.873
4,Com1,139,7.6,3.5,6.5,4.6,5.6,5.5,2,3,2.848
4,Com2,140,6.4,4.3,5.3,5.4,4.4,6.3,2,2,3.039
4,Com1,141,7.5,3.4,6.3,4.6,5.4,5.5,1,3,1.728
4,Com3,142,5.6,5.5,4.7,6.4,3.5,7.6,1,1,1.166
4,Com1,143,7.2,3.7,6.2,4.7,5.3,5.6,2,3,2.327
4,Com3,144,5.6,5.3,4.7,6.2,3.6,7.3,1,1,1.999
4,Com2,145,6.6,4.9,5.7,5.8,4.6,6.9,1,2,1.775
4,Com2,147,6.2,4.7,5.3,5.6,4.2,6.7,3,2,2.367
4,Com3,152,5.6,5.5,4.5,6.6,3.6,7.5,3,1,2.208
4,Com3,155,5.4,5.6,4.5,6.5,3.4,7.6,3,1,2.896
4,Com1,156,7.4,3.5,6.5,4.4,5.5,5.4,1,3,3.613
4,Com3,158,5.3,5.4,4.4,6.3,3.4,7.3,3,1,3.038
4,Com3,159,5.5,5.4,4.4,6.5,3.4,7.5,2,1,2.639
4,Com2,160,6.6,4.5,5.6,5.5,4.5,6.6,3,2,2.689
4,Com3,161,5.4,5.4,4.5,6.3,3.3,7.5,2,1,1.316
4,Com2,163,6.6,4.4,5.6,5.4,4.7,6.3,2,2,1.586
4,Com3,164,5.5,5.7,4.6,6.6,3.5,7.7,3,1,1.806
4,Com3,169,5.7,5.5,4.7,6.5,3.8,7.4,2,1,2.224
4,Com3,172,5.5,5.6,4.6,6.5,3.6,7.5,3,1,6.226
4,Com3,174,5.4,5.5,4.5,6.4,3.3,7.6,1,1,1.471
4,Com2,176,6.3,4.6,5.4,5.5,4.5,6.4,1,2,1.582
4,Com1,179,7.6,3.5,6.5,4.6,5.5,5.6,1,3,1.661
4,Com2,180,6.6,4.4,5.5,5.5,4.4,6.6,3,2,3.618
4,Com3,181,5.4,5.5,4.4,6.5,3.4,7.5,3,1,2.289
4,Com2,187,6.8,4.1,5.7,5.2,4.8,6.1,3,2,2.369
4,Com1,188,7.8,3.1,6.8,4.1,5.7,5.2,2,3,1.87
4,Com2,190,6.4,4.4,5.4,5.4,4.4,6.4,2,2,2.755
4,Com2,191,6.5,4.5,5.5,5.5,4.5,6.5,3,2,3.057
4,Com2,193,6.6,4.4,5.6,5.4,4.7,6.3,3,2,2.657
4,Com3,195,5.1,5.4,4.0,6.5,3.1,7.4,3,1,1.742
4,Com3,197,5.5,5.6,4.5,6.6,3.5,7.6,3,1,1.663
4,Com3,199,5.6,5.5,4.7,6.4,3.6,7.5,3,1,1.662
4,Com1,200,7.3,3.5,6.3,4.5,5.4,5.4,3,3,1.183
4,Com1,203,7.4,3.4,6.3,4.5,5.4,5.4,3,3,4.271
4,Com3,206,5.4,5.5,4.4,6.5,3.4,7.5,2,1,2.225
4,Com2,207,6.6,4.5,5.5,5.6,4.5,6.6,1,2,2.481
4,Com1,210,7.7,3.1,6.5,4.3,5.6,5.2,2,3,1.693
4,Com1,211,7.5,3.6,6.4,4.7,5.5,5.6,3,3,2.303
4,Com3,212,5.5,5.5,4.4,6.6,3.5,7.5,3,1,1.792
4,Com2,213,6.6,4.2,5.6,5.2,4.5,6.3,1,2,3.41
4,Com1,214,7.5,3.5,6.5,4.5,5.4,5.6,1,3,2.192
4,Com2,215,6.5,4.5,5.4,5.6,4.3,6.7,3,2,2.399
4,Com1,218,7.0,3.5,6.2,4.3,5.1,5.4,1,3,2.431
