username,blkNum,trlNum,A1,A2,B1,B2,C1,C2,Effect,StimPosition,rawResp,response,RT
30891,1,38,3.9318256327243257,4.382026634673881,4.406719247264253,3.9071310593477184,4.290459441148391,3.9071310593477184,AttF2,5,51,1,1.124
30891,1,39,3.8918202981106265,4.382026634673881,4.394449154672439,3.879396502601052,3.6888794541139363,4.382026634673881,AttR1,3,49,2,1.17
30891,1,40,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,4.31748811353631,3.994395305186007,AttF2,2,51,2,0.82
30891,1,41,3.912023005428146,4.406719247264253,4.394449154672439,3.9242874882481282,3.912023005428146,4.30406509320417,AttF1,2,49,1,1.438
30891,1,42,3.8501476017100584,4.394449154672439,4.418840607796598,3.8257459042465864,3.6888794541139363,4.394449154672439,AttR1,1,49,1,1.262
30891,1,44,3.912023005428146,4.406719247264253,4.394449154672439,3.9242874882481282,4.30406509320417,3.9242874882481282,AttF2,4,50,1,1.306
30891,1,45,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,4.406719247264253,3.8349907617571772,AttR2,4,50,1,0.975
30891,1,46,3.8918202981106265,4.382026634673881,4.394449154672439,3.879396502601052,3.8918202981106265,4.2626798770413155,AttF1,1,49,1,1.394
30891,1,47,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,3.828641396489095,4.430816798843313,AttR1,4,51,2,0.974
30891,1,48,3.871201010907891,4.382026634673881,4.394449154672439,3.858769897122407,3.795062131703999,4.330733340286331,AttRF1,4,50,1,1.234
30891,1,49,4.007333185232471,4.406719247264253,4.418840607796598,3.995205394524242,4.330733340286331,3.995205394524242,AttF2,6,50,2,2.793
30891,1,50,3.871201010907891,4.382026634673881,4.394449154672439,3.858769897122407,4.276666119016055,3.858769897122407,AttF2,5,51,1,1.011
30891,1,51,3.9889840465642745,4.406719247264253,4.382026634673881,4.013676659154646,3.9883542186346683,4.356708826689592,AttRF1,3,51,3,0.743
30891,1,52,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,4.290459441148391,3.8997479745525334,AttF2,5,51,1,0.819
30891,1,53,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,4.343805421853684,3.88327367547549,AttRF2,5,49,2,0.83
30891,1,54,3.8918202981106265,4.382026634673881,4.394449154672439,3.879396502601052,4.330733340286331,3.840527003723076,AttRF2,3,50,1,1.409
30891,1,56,3.912023005428146,4.406719247264253,4.394449154672439,3.9242874882481282,4.330733340286331,3.8360270984002236,AttRF2,4,51,2,0.703
30891,1,58,3.9318256327243257,4.382026634673881,4.406719247264253,3.9071310593477184,3.9318256327243257,4.290459441148391,AttF1,1,49,1,1.237
30891,1,60,3.871201010907891,4.382026634673881,4.394449154672439,3.858769897122407,3.6635616461296463,4.382026634673881,AttR1,1,49,1,1.062
30891,1,61,3.9889840465642745,4.406719247264253,4.382026634673881,4.013676659154646,3.8501476017100584,4.406719247264253,AttR1,3,49,2,1.094
30891,1,62,3.9318256327243257,4.356708826689592,4.3694478524670215,3.919078059901823,4.248495242049359,3.919078059901823,AttF2,2,49,1,0.924
30891,1,63,3.8501476017100584,4.394449154672439,4.418840607796598,3.8257459042465864,3.7376458084761075,4.330733340286331,AttRF1,4,51,2,1.25
30891,1,64,3.8501476017100584,4.394449154672439,4.418840607796598,3.8257459042465864,4.356708826689592,3.8124015453965656,AttRF2,3,50,1,0.914
30891,1,65,3.8918202981106265,4.382026634673881,4.394449154672439,3.879396502601052,3.8156883009776323,4.330733340286331,AttRF1,4,50,1,1.222
30891,1,66,3.912023005428146,4.406719247264253,4.394449154672439,3.9242874882481282,3.8865615973902723,4.356708826689592,AttRF1,2,51,2,1.538
30891,1,68,3.9318256327243257,4.356708826689592,4.3694478524670215,3.919078059901823,3.7376696182833684,4.356708826689592,AttR1,5,51,1,1.234
30891,1,70,3.912023005428146,4.406719247264253,4.394449154672439,3.9242874882481282,4.394449154672439,3.7522532347045114,AttR2,3,50,1,1.145
30891,1,72,3.9889840465642745,4.406719247264253,4.382026634673881,4.013676659154646,3.9889840465642745,4.31748811353631,AttF1,4,50,1,1.006
30891,1,73,3.9318256327243257,4.382026634673881,4.406719247264253,3.9071310593477184,4.343805421853684,3.8935942339597127,AttRF2,5,51,1,0.706
30891,1,74,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,3.912023005428146,4.30406509320417,AttF1,4,51,2,1.358
30891,1,75,3.8918202981106265,4.382026634673881,4.394449154672439,3.879396502601052,4.394449154672439,3.698706014931672,AttR2,5,51,1,1.459
30891,1,76,3.871201010907891,4.382026634673881,4.394449154672439,3.858769897122407,4.394449154672439,3.673943465497955,AttR2,4,50,1,1.851
30891,1,77,3.9318256327243257,4.382026634673881,4.406719247264253,3.9071310593477184,3.784189633918261,4.382026634673881,AttR1,2,51,2,2.052
30891,1,78,3.9318256327243257,4.356708826689592,4.3694478524670215,3.919078059901823,3.8400972658565573,4.290459441148391,AttRF1,6,51,1,1.891
30891,1,79,4.007333185232471,4.406719247264253,4.418840607796598,3.995205394524242,4.418840607796598,3.8141234761500824,AttR2,6,51,1,0.772
30891,1,80,4.007333185232471,4.406719247264253,4.418840607796598,3.995205394524242,3.9201697305639147,4.343805421853684,AttRF1,4,50,1,1.32
30891,2,2,3.9512437185814275,4.406719247264253,4.394449154672439,3.9635142802162835,3.9512437185814275,4.31748811353631,AttF1,6,49,3,0.871
30891,2,3,3.912023005428146,4.382026634673881,4.382026634673881,3.912023005428146,3.7376696182833684,4.382026634673881,AttR1,4,50,1,0.854
30891,2,6,3.9512437185814275,4.382026634673881,4.3694478524670215,3.9638181738558496,4.30406509320417,3.8732821771117156,AttRF2,3,50,1,0.774
30891,2,7,3.8918202981106265,4.356708826689592,4.343805421853684,3.9047163769123734,3.713572066704308,4.356708826689592,AttR1,2,49,1,0.857
30891,2,8,3.912023005428146,4.382026634673881,4.356708826689592,3.9373398134119357,3.912023005428146,4.290459441148391,AttF1,5,51,1,0.722
30891,2,9,3.8918202981106265,4.356708826689592,4.3694478524670215,3.8790865051818813,4.248495242049359,3.8790865051818813,AttF2,5,49,2,1.862
30891,2,10,3.8918202981106265,4.382026634673881,4.3694478524670215,3.9043939782636548,3.8524428379793023,4.31748811353631,AttRF1,1,50,2,2.135
30891,2,11,3.8918202981106265,4.356708826689592,4.3694478524670215,3.8790865051818813,4.3694478524670215,3.722797672317397,AttR2,3,50,1,2.42
30891,2,12,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,3.912023005428146,4.2626798770413155,AttF1,6,51,1,1.887
30891,2,13,3.8918202981106265,4.406719247264253,4.382026634673881,3.916512910700998,3.878300748023114,4.343805421853684,AttRF1,2,49,1,2.023
30891,2,14,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,3.8226451942769293,4.31748811353631,AttRF1,2,49,1,1.338
30891,2,15,3.8918202981106265,4.356708826689592,4.3694478524670215,3.8790865051818813,3.8918202981106265,4.23410650459726,AttF1,6,51,1,1.07
30891,2,16,3.9512437185814275,4.406719247264253,4.394449154672439,3.9635142802162835,4.394449154672439,3.7986751199368203,AttR2,2,51,2,1.327
30891,2,17,3.912023005428146,4.382026634673881,4.356708826689592,3.9373398134119357,4.30406509320417,3.834061463958434,AttRF2,5,49,2,1.124
30891,2,18,3.8918202981106265,4.406719247264253,4.382026634673881,3.916512910700998,4.330733340286331,3.8158424469541767,AttRF2,6,50,2,1.002
30891,2,19,3.912023005428146,4.382026634673881,4.382026634673881,3.912023005428146,3.847484484290575,4.31748811353631,AttRF1,1,49,1,1.32
30891,2,20,3.912023005428146,4.382026634673881,4.356708826689592,3.9373398134119357,4.356708826689592,3.7905782739387703,AttR2,5,51,1,0.785
30891,2,21,3.871201010907891,4.3694478524670215,4.3694478524670215,3.871201010907891,3.871201010907891,4.276666119016055,AttF1,6,51,1,0.987
30891,2,23,3.9512437185814275,4.382026634673881,4.3694478524670215,3.9638181738558496,3.925116904939304,4.330733340286331,AttRF1,6,51,1,0.657
30891,2,24,3.8918202981106265,4.406719247264253,4.382026634673881,3.916512910700998,4.382026634673881,3.743012462693864,AttR2,2,49,1,1.114
30891,2,25,3.9512437185814275,4.382026634673881,4.3694478524670215,3.9638181738558496,4.3694478524670215,3.7763865415521707,AttR2,2,49,1,0.983
30891,2,26,3.8918202981106265,4.356708826689592,4.343805421853684,3.9047163769123734,4.276666119016055,3.811782692464891,AttRF2,2,51,2,0.93
30891,2,27,3.8918202981106265,4.356708826689592,4.343805421853684,3.9047163769123734,3.8918202981106265,4.23410650459726,AttF1,1,49,1,0.911
30891,2,29,3.9512437185814275,4.406719247264253,4.394449154672439,3.9635142802162835,4.276666119016055,3.9635142802162835,AttF2,2,49,1,0.774
30891,2,31,3.8918202981106265,4.406719247264253,4.382026634673881,3.916512910700998,3.6888794541139363,4.406719247264253,AttR1,5,51,1,0.628
30891,2,32,3.9512437185814275,4.382026634673881,4.3694478524670215,3.9638181738558496,3.9512437185814275,4.276666119016055,AttF1,4,50,1,0.959
30891,2,33,3.9512437185814275,4.406719247264253,4.394449154672439,3.9635142802162835,3.7612001156935624,4.406719247264253,AttR1,4,51,2,1.012
30891,2,34,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,4.330733340286331,3.8607297110405954,AttRF2,5,51,1,0.751
30891,2,35,3.8918202981106265,4.406719247264253,4.382026634673881,3.916512910700998,4.2626798770413155,3.916512910700998,AttF2,2,49,1,0.475
30891,2,38,3.912023005428146,4.382026634673881,4.382026634673881,3.912023005428146,4.330733340286331,3.8607297110405954,AttRF2,4,50,1,0.723
30891,2,41,3.9512437185814275,4.382026634673881,4.3694478524670215,3.9638181738558496,3.784189633918261,4.382026634673881,AttR1,3,50,1,0.622
30891,2,43,3.912023005428146,4.382026634673881,4.356708826689592,3.9373398134119357,3.713572066704308,4.382026634673881,AttR1,1,49,1,0.497
30891,2,44,3.912023005428146,4.382026634673881,4.356708826689592,3.9373398134119357,4.2626798770413155,3.9373398134119357,AttF2,5,51,1,0.505
30891,2,45,3.8918202981106265,4.382026634673881,4.3694478524670215,3.9043939782636548,3.8918202981106265,4.276666119016055,AttF1,6,51,1,0.655
30891,2,46,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,4.394449154672439,3.7228701684811734,AttR2,2,49,1,0.638
30891,2,47,3.8918202981106265,4.356708826689592,4.343805421853684,3.9047163769123734,4.23410650459726,3.9047163769123734,AttF2,2,49,1,0.598
30891,2,48,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,3.713572066704308,4.382026634673881,AttR1,4,50,1,0.802
30891,2,49,3.912023005428146,4.382026634673881,4.382026634673881,3.912023005428146,3.912023005428146,4.2626798770413155,AttF1,4,51,2,0.892
30891,2,50,3.8918202981106265,4.382026634673881,4.3694478524670215,3.9043939782636548,4.248495242049359,3.9043939782636548,AttF2,2,51,2,1.003
30891,2,52,3.8918202981106265,4.382026634673881,4.3694478524670215,3.9043939782636548,4.3694478524670215,3.7042605561522386,AttR2,5,51,1,0.898
30891,2,54,3.871201010907891,4.3694478524670215,4.3694478524670215,3.871201010907891,4.30406509320417,3.8058176885818176,AttRF2,2,51,2,0.737
30891,2,55,3.871201010907891,4.3694478524670215,4.3694478524670215,3.871201010907891,4.248495242049359,3.871201010907891,AttF2,5,51,1,1.079
30891,2,56,3.912023005428146,4.382026634673881,4.382026634673881,3.912023005428146,4.290459441148391,3.912023005428146,AttF2,5,49,2,1.174
30891,2,57,3.8918202981106265,4.356708826689592,4.3694478524670215,3.8790865051818813,3.7376696182833684,4.356708826689592,AttR1,4,50,1,1.298
30891,2,58,3.8918202981106265,4.356708826689592,4.343805421853684,3.9047163769123734,4.343805421853684,3.728965177653222,AttR2,3,50,1,1.65
30891,2,60,3.9512437185814275,4.406719247264253,4.394449154672439,3.9635142802162835,3.9128626528255896,4.343805421853684,AttRF1,2,49,1,0.983
30891,2,62,3.912023005428146,4.382026634673881,4.356708826689592,3.9373398134119357,3.9113627875322665,4.330733340286331,AttRF1,3,50,1,1.423
30891,2,63,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,4.290459441148391,3.899606235413058,AttF2,1,50,2,1.673
30891,2,64,3.871201010907891,4.3694478524670215,4.3694478524670215,3.871201010907891,3.713572066704308,4.3694478524670215,AttR1,5,51,1,0.697
30891,2,66,3.9512437185814275,4.382026634673881,4.3694478524670215,3.9638181738558496,4.248495242049359,3.9638181738558496,AttF2,1,50,2,1.091
30891,2,67,3.871201010907891,4.3694478524670215,4.3694478524670215,3.871201010907891,3.8058176885818176,4.30406509320417,AttRF1,4,50,1,1.852
30891,2,69,3.8918202981106265,4.406719247264253,4.382026634673881,3.916512910700998,3.8918202981106265,4.31748811353631,AttF1,2,49,1,0.913
30891,2,71,3.871201010907891,4.3694478524670215,4.3694478524670215,3.871201010907891,4.3694478524670215,3.6888794541139363,AttR2,5,51,1,3.266
30891,2,72,3.8918202981106265,4.356708826689592,4.343805421853684,3.9047163769123734,3.8513808834585843,4.290459441148391,AttRF1,5,51,1,1.474
30891,2,73,3.8918202981106265,4.382026634673881,4.3694478524670215,3.9043939782636548,3.713572066704308,4.382026634673881,AttR1,3,50,1,2.506
30891,2,74,3.8918202981106265,4.356708826689592,4.3694478524670215,3.8790865051818813,3.813704304559366,4.30406509320417,AttRF1,5,51,1,0.654
30891,2,75,3.8918202981106265,4.356708826689592,4.3694478524670215,3.8790865051818813,4.31748811353631,3.85259142165872,AttRF2,1,49,1,0.558
30891,2,77,3.9512437185814275,4.406719247264253,4.394449154672439,3.9635142802162835,4.343805421853684,3.8883243986502687,AttRF2,1,49,1,2.306
30891,2,79,3.912023005428146,4.382026634673881,4.382026634673881,3.912023005428146,4.382026634673881,3.713572066704308,AttR2,4,50,1,0.772
30891,2,80,3.8918202981106265,4.382026634673881,4.3694478524670215,3.9043939782636548,4.30406509320417,3.813858756640915,AttRF2,5,51,1,0.606
30891,3,1,3.912023005428146,4.394449154672439,4.3694478524670215,3.9370277644177123,4.30406509320417,3.82163867368957,AttRF2,6,50,2,0.886
30891,3,2,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,4.30406509320417,3.8997479745525334,AttF2,6,50,2,1.422
30891,3,3,3.9318256327243257,4.343805421853684,4.330733340286331,3.944896695701906,3.8908402261602393,4.276666119016055,AttRF1,2,49,1,0.874
30891,3,5,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,3.8368467705772633,4.343805421853684,AttRF1,2,49,1,0.719
30891,3,6,3.8918202981106265,4.394449154672439,4.406719247264253,3.879541135182892,4.290459441148391,3.879541135182892,AttF2,6,50,2,0.619
30891,3,7,3.912023005428146,4.418840607796598,4.442651256490317,3.8882219952421937,3.8150053687486327,4.3694478524670215,AttRF1,3,50,1,0.686
30891,3,8,3.912023005428146,4.394449154672439,4.3694478524670215,3.9370277644177123,4.3694478524670215,3.7439829803399607,AttR2,3,49,2,0.59
30891,3,9,3.9318256327243257,4.343805421853684,4.330733340286331,3.944896695701906,3.9318256327243257,4.23410650459726,AttF1,2,49,1,0.586
30891,3,10,3.8918202981106265,4.394449154672439,4.406719247264253,3.879541135182892,3.6888794541139363,4.394449154672439,AttR1,6,51,1,1.108
30891,3,11,3.912023005428146,4.356708826689592,4.382026634673881,3.886705197443856,4.31748811353631,3.8728038922735846,AttRF2,2,49,1,2.842
30891,3,12,3.912023005428146,4.418840607796598,4.442651256490317,3.8882219952421937,4.394449154672439,3.8876278485934246,AttRF2,6,51,1,0.689
30891,3,14,3.912023005428146,4.394449154672439,4.3694478524670215,3.9370277644177123,3.912023005428146,4.290459441148391,AttF1,5,51,1,0.654
30891,3,15,3.9318256327243257,4.343805421853684,4.330733340286331,3.944896695701906,3.784189633918261,4.343805421853684,AttR1,5,49,2,0.91
30891,3,17,3.912023005428146,4.418840607796598,4.442651256490317,3.8882219952421937,4.442651256490317,3.7334703374418114,AttR2,3,50,1,0.643
30891,3,18,3.912023005428146,4.356708826689592,4.382026634673881,3.886705197443856,4.276666119016055,3.886705197443856,AttF2,6,50,2,0.588
30891,3,20,3.912023005428146,4.394449154672439,4.394449154672439,3.912023005428146,4.330733340286331,3.8483161383704316,AttRF2,3,49,2,0.89
30891,3,21,3.912023005428146,4.394449154672439,4.394449154672439,3.912023005428146,4.394449154672439,3.7612001156935624,AttR2,1,49,1,0.594
30891,3,23,3.871201010907891,4.3694478524670215,4.356708826689592,3.8839321252616203,4.30406509320417,3.8058176885818176,AttRF2,5,51,1,0.59
30891,3,25,3.912023005428146,4.356708826689592,4.382026634673881,3.886705197443856,3.912023005428146,4.248495242049359,AttF1,3,50,1,0.556
30891,3,26,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,4.30406509320417,3.899606235413058,AttF2,5,51,1,0.801
30891,3,27,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,4.394449154672439,3.746747338442391,AttR2,5,49,2,0.443
30891,3,28,3.912023005428146,4.394449154672439,4.3694478524670215,3.9370277644177123,3.898309402340385,4.330733340286331,AttRF1,2,50,3,0.819
30891,3,30,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,3.912023005428146,4.2626798770413155,AttF1,4,51,2,0.884
30891,3,31,3.871201010907891,4.3694478524670215,4.356708826689592,3.8839321252616203,3.871201010907891,4.276666119016055,AttF1,3,51,3,1.012
30891,3,33,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,4.406719247264253,3.746912485364546,AttR2,1,49,1,0.602
30891,3,34,3.8918202981106265,4.394449154672439,4.406719247264253,3.879541135182892,3.8918202981106265,4.290459441148391,AttF1,5,51,1,0.636
30891,3,36,3.912023005428146,4.356708826689592,4.382026634673881,3.886705197443856,4.382026634673881,3.7316994512968646,AttR2,2,49,1,0.534
30891,3,37,3.912023005428146,4.418840607796598,4.442651256490317,3.8882219952421937,3.7376696182833684,4.418840607796598,AttR1,5,51,1,0.639
30891,3,38,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,3.912023005428146,4.290459441148391,AttF1,6,51,1,0.766
30891,3,39,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,3.7612001156935624,4.382026634673881,AttR1,6,49,3,0.474
30891,3,40,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,4.330733340286331,3.8607297110405954,AttRF2,1,49,1,0.81
30891,3,41,3.970291913552122,4.356708826689592,4.330733340286331,3.996272237873046,3.784189633918261,4.356708826689592,AttR1,4,50,1,0.676
30891,3,43,3.970291913552122,4.356708826689592,4.330733340286331,3.996272237873046,3.970291913552122,4.23410650459726,AttF1,2,49,1,0.643
30891,3,44,3.912023005428146,4.356708826689592,4.382026634673881,3.886705197443856,3.7612001156935624,4.356708826689592,AttR1,5,51,1,0.548
30891,3,45,3.8918202981106265,4.394449154672439,4.406719247264253,3.879541135182892,3.816634822581663,4.343805421853684,AttRF1,1,49,1,0.57
30891,3,46,3.8918202981106265,4.394449154672439,4.406719247264253,3.879541135182892,4.406719247264253,3.69887928869227,AttR2,2,49,1,0.628
30891,3,48,3.9318256327243257,4.343805421853684,4.330733340286331,3.944896695701906,4.219507705176107,3.944896695701906,AttF2,4,50,1,0.607
30891,3,49,3.9318256327243257,4.343805421853684,4.330733340286331,3.944896695701906,4.330733340286331,3.753519532594386,AttR2,1,50,2,0.874
30891,3,50,3.912023005428146,4.394449154672439,4.3694478524670215,3.9370277644177123,4.276666119016055,3.9370277644177123,AttF2,2,51,2,1.314
30891,3,51,3.912023005428146,4.394449154672439,4.3694478524670215,3.9370277644177123,3.713572066704308,4.394449154672439,AttR1,4,50,1,0.75
30891,3,53,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,3.7376696182833684,4.394449154672439,AttR1,3,50,1,1.007
30891,3,54,3.912023005428146,4.394449154672439,4.394449154672439,3.912023005428146,4.276666119016055,3.912023005428146,AttF2,3,50,1,0.834
30891,3,55,3.912023005428146,4.418840607796598,4.442651256490317,3.8882219952421937,4.330733340286331,3.8882219952421937,AttF2,5,51,1,0.721
30891,3,56,3.912023005428146,4.418840607796598,4.442651256490317,3.8882219952421937,3.912023005428146,4.330733340286331,AttF1,3,49,2,0.967
30891,3,57,3.871201010907891,4.3694478524670215,4.356708826689592,3.8839321252616203,3.83129005959505,4.30406509320417,AttRF1,1,49,1,1.162
30891,3,58,3.912023005428146,4.394449154672439,4.394449154672439,3.912023005428146,3.912023005428146,4.290459441148391,AttF1,3,50,1,0.854
30891,3,60,3.912023005428146,4.394449154672439,4.394449154672439,3.912023005428146,3.7376696182833684,4.394449154672439,AttR1,2,49,1,0.695
30891,3,61,3.871201010907891,4.3694478524670215,4.356708826689592,3.8839321252616203,3.6888794541139363,4.3694478524670215,AttR1,1,49,1,0.983
30891,3,63,3.970291913552122,4.356708826689592,4.330733340286331,3.996272237873046,4.219507705176107,3.996272237873046,AttF2,2,49,1,0.812
30891,3,64,3.871201010907891,4.3694478524670215,4.356708826689592,3.8839321252616203,4.356708826689592,3.704137456502917,AttR2,2,49,1,0.839
30891,3,65,3.912023005428146,4.382026634673881,4.394449154672439,3.899606235413058,3.8226451942769293,4.31748811353631,AttRF1,6,51,1,0.678
30891,3,66,3.8918202981106265,4.394449154672439,4.406719247264253,3.879541135182892,4.356708826689592,3.8540760454732963,AttRF2,6,51,1,0.614
30891,3,67,3.970291913552122,4.356708826689592,4.330733340286331,3.996272237873046,4.2626798770413155,3.8762714677209966,AttRF2,5,49,2,1.265
30891,3,70,3.970291913552122,4.356708826689592,4.330733340286331,3.996272237873046,3.956001612600356,4.290459441148391,AttRF1,3,49,2,0.631
30891,3,71,3.9318256327243257,4.343805421853684,4.330733340286331,3.944896695701906,4.2626798770413155,3.8507006402454143,AttRF2,6,51,1,0.562
30891,3,72,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,4.356708826689592,3.8742796005174887,AttRF2,1,49,1,0.558
30891,3,73,3.970291913552122,4.356708826689592,4.330733340286331,3.996272237873046,4.330733340286331,3.8154019668237207,AttR2,4,50,1,0.771
30891,3,75,3.871201010907891,4.3694478524670215,4.356708826689592,3.8839321252616203,4.2626798770413155,3.8839321252616203,AttF2,5,51,1,0.807
30891,3,77,3.912023005428146,4.356708826689592,4.382026634673881,3.886705197443856,3.7951295739565953,4.290459441148391,AttRF1,5,51,1,0.563
30891,3,79,3.912023005428146,4.394449154672439,4.394449154672439,3.912023005428146,3.8483161383704316,4.330733340286331,AttRF1,5,51,1,0.834
30891,4,1,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,3.828641396489095,4.430816798843313,AttR1,4,50,1,0.83
30891,4,3,3.912023005428146,4.394449154672439,4.406719247264253,3.8997479745525334,4.343805421853684,3.8613821297481667,AttRF2,5,51,1,0.635
30891,4,4,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,3.9696879576225452,4.382026634673881,AttRF1,6,50,2,0.474
30891,4,5,3.9889840465642745,4.406719247264253,4.382026634673881,4.013676659154646,3.9883542186346683,4.356708826689592,AttRF1,2,51,2,0.547
30891,4,7,3.912023005428146,4.406719247264253,4.394449154672439,3.9242874882481282,3.7612001156935624,4.406719247264253,AttR1,2,49,1,0.678
30891,4,8,3.871201010907891,4.382026634673881,4.394449154672439,3.858769897122407,3.6635616461296463,4.382026634673881,AttR1,4,50,1,0.566
30891,4,9,3.9318256327243257,4.356708826689592,4.3694478524670215,3.919078059901823,3.7376696182833684,4.356708826689592,AttR1,6,51,1,0.561
30891,4,10,3.970291913552122,4.430816798843313,4.406719247264253,3.994395305186007,4.31748811353631,3.994395305186007,AttF2,5,51,1,1.127
30891,4,11,3.9318256327243257,4.356708826689592,4.3694478524670215,3.919078059901823,4.3694478524670215,3.74606286764139,AttR2,3,50,1,0.932
30891,4,15,3.8501476017100584,4.394449154672439,4.418840607796598,3.8257459042465864,4.356708826689592,3.8124015453965656,AttRF2,4,51,2,0.546
30891,4,16,3.9318256327243257,4.382026634673881,4.406719247264253,3.9071310593477184,3.784189633918261,4.382026634673881,AttR1,2,49,1,0.622
30891,4,17,3.8501476017100584,4.394449154672439,4.418840607796598,3.8257459042465864,4.418840607796598,3.6073168419705697,AttR2,3,50,1,0.905
