Sub,Effect,Trial,A1,A2,B1,B2,C1,C2,response,choice,RT
11,SimA1,93,3.5,7.6,5.5,5.6,3.4,7.7,2,2,16.205
11,SimB2,94,7.6,3.4,5.5,5.5,5.4,5.6,1,2,7.345
11,SimB2,97,7.6,3.6,5.6,5.6,5.4,5.8,1,2,10.575
11,SimA1,100,3.4,7.5,5.4,5.5,3.3,7.6,2,2,6.19
11,SimB1,103,7.6,3.6,5.6,5.6,7.7,3.5,3,2,40.207
11,SimA2,105,3.4,7.6,5.4,5.6,5.5,5.5,1,3,7.902
11,SimA2,107,3.5,7.5,5.4,5.6,5.5,5.5,1,3,6.574
11,SimB1,108,7.6,3.4,5.5,5.5,7.7,3.3,2,3,12.787
11,SimA1,109,3.5,7.6,5.5,5.6,3.4,7.7,3,2,18.766
11,SimA1,112,3.4,7.5,5.4,5.5,3.2,7.7,3,2,17.998
11,SimA1,113,3.5,7.5,5.4,5.6,3.3,7.7,3,2,5.843
11,SimB2,116,7.5,3.5,5.5,5.5,5.4,5.6,2,2,19.408
11,SimA2,117,3.6,7.3,5.5,5.4,5.7,5.2,3,3,18.222
11,SimB1,119,7.4,3.6,5.4,5.6,7.6,3.4,2,2,10.113
11,SimA2,120,3.5,7.5,5.5,5.5,5.6,5.4,1,2,10.833
11,SimB2,126,7.3,3.6,5.4,5.5,5.3,5.6,1,2,9.902
11,SimB1,128,7.5,3.3,5.4,5.4,7.6,3.2,2,3,17.392
11,SimB1,132,7.5,3.6,5.5,5.6,7.6,3.5,1,2,7.313
11,SimA1,133,3.4,7.5,5.5,5.4,3.2,7.7,3,2,10.034
11,SimB2,135,7.6,3.4,5.5,5.5,5.4,5.6,2,2,6.989
11,SimA1,136,3.5,7.5,5.5,5.5,3.4,7.6,3,2,6.687
11,SimB2,140,7.6,3.6,5.7,5.5,5.6,5.6,3,3,8.529
11,SimA2,142,3.5,7.5,5.5,5.5,5.6,5.4,3,2,6.063
11,SimB2,143,7.7,3.5,5.6,5.6,5.4,5.8,2,2,13.426
11,SimB1,145,7.6,3.4,5.5,5.5,7.8,3.2,3,2,5.219
11,SimB1,147,7.6,3.5,5.5,5.6,7.8,3.3,3,2,7.583
11,SimB2,151,7.4,3.6,5.5,5.5,5.4,5.6,3,2,10.738
11,SimA2,152,3.6,7.4,5.5,5.5,5.7,5.3,2,2,10.098
11,SimA1,154,3.7,7.3,5.6,5.4,3.5,7.5,2,2,5.134
11,SimB2,156,7.6,3.4,5.5,5.5,5.4,5.6,1,2,8.833
11,SimA1,161,3.6,7.3,5.5,5.4,3.4,7.5,3,2,9.454
11,SimA1,162,3.6,7.3,5.5,5.4,3.4,7.5,3,2,9.936
11,SimA2,164,3.5,7.7,5.6,5.6,5.8,5.4,1,2,19.921
11,SimA2,165,3.4,7.5,5.5,5.4,5.7,5.2,2,2,5.855
11,SimA2,166,3.6,7.6,5.6,5.6,5.8,5.4,3,2,7.968
11,SimA2,167,3.5,7.5,5.4,5.6,5.5,5.5,1,3,7.118
11,SimB1,169,7.5,3.4,5.5,5.4,7.7,3.2,2,2,8.175
11,SimB1,171,7.4,3.6,5.5,5.5,7.6,3.4,1,2,11.405
11,SimA1,173,3.7,7.5,5.7,5.5,3.6,7.6,3,2,5.342
11,SimA1,174,3.4,7.6,5.4,5.6,3.3,7.7,2,2,5.233
11,SimB1,176,7.6,3.5,5.5,5.6,7.8,3.3,3,2,5.136
11,SimB1,178,7.6,3.4,5.5,5.5,7.7,3.3,3,2,4.03
11,SimB2,181,7.3,3.6,5.4,5.5,5.2,5.7,1,2,6.878
11,SimA2,184,3.4,7.5,5.4,5.5,5.6,5.3,3,1,2.272
11,SimA2,185,3.5,7.6,5.5,5.6,5.6,5.5,3,1,1.491
11,SimA2,186,3.4,7.6,5.5,5.5,5.7,5.3,2,1,5.878
11,SimA1,187,3.5,7.5,5.5,5.5,3.3,7.7,2,3,4.592
11,SimA1,189,3.5,7.5,5.5,5.5,3.3,7.7,3,2,4.736
11,SimB1,190,7.6,3.5,5.5,5.6,7.7,3.4,3,3,8.831
11,SimB2,195,7.3,3.7,5.4,5.6,5.2,5.8,2,2,6.961
11,SimB1,197,7.6,3.4,5.5,5.5,7.7,3.3,3,2,4.286
11,SimA2,199,3.3,7.5,5.4,5.4,5.6,5.2,2,2,6.929
11,SimB2,200,7.7,3.5,5.6,5.6,5.4,5.8,1,2,3.952
11,SimA1,201,3.6,7.5,5.5,5.6,3.4,7.7,3,2,8.354
11,SimA1,204,3.6,7.3,5.5,5.4,3.4,7.5,2,2,6.657
11,SimA1,206,3.4,7.7,5.5,5.6,3.2,7.9,2,2,4.701
11,SimB2,207,7.4,3.5,5.5,5.4,5.4,5.5,1,2,8.209
11,SimB1,208,7.3,3.5,5.3,5.5,7.5,3.3,2,2,4.816
11,SimB2,209,7.6,3.3,5.5,5.4,5.3,5.6,1,2,7.602
11,SimA2,210,3.6,7.3,5.5,5.4,5.6,5.3,2,3,9.023
11,SimA1,215,3.5,7.5,5.4,5.6,3.3,7.7,3,2,3.824
11,SimA2,216,3.4,7.5,5.4,5.5,5.6,5.3,3,1,11.662
11,SimB1,218,7.6,3.4,5.5,5.5,7.8,3.2,2,3,2.449
11,SimA2,219,3.7,7.3,5.6,5.4,5.8,5.2,2,1,2.43
11,SimA1,220,3.5,7.5,5.5,5.5,3.3,7.7,2,3,2.464
11,SimA2,221,3.5,7.5,5.5,5.5,5.6,5.4,2,1,2.962
11,SimA2,224,3.6,7.3,5.5,5.4,5.7,5.2,2,2,12.623
11,SimA1,225,3.3,7.5,5.4,5.4,3.2,7.6,2,2,4.687
11,SimB2,226,7.6,3.6,5.6,5.6,5.4,5.8,3,2,9.536
11,SimB2,227,7.5,3.4,5.5,5.4,5.3,5.6,2,2,5.007
11,SimB1,228,7.5,3.4,5.5,5.4,7.6,3.3,1,2,6.815
11,SimB2,230,7.4,3.6,5.4,5.6,5.2,5.8,1,2,7.903
11,SimA2,231,3.4,7.7,5.5,5.6,5.6,5.5,2,2,10.525
11,SimB2,233,7.6,3.5,5.5,5.6,5.4,5.7,3,2,14.56
11,SimA2,239,3.6,7.3,5.5,5.4,5.6,5.3,1,2,4.703
12,SimB2,1,7.6,3.4,5.6,5.4,5.4,5.6,2,1,37.351
12,SimA1,2,3.4,7.6,5.5,5.5,3.2,7.8,2,2,17.811
12,SimA1,3,3.4,7.5,5.5,5.4,3.2,7.7,1,2,14.897
12,SimB2,4,7.4,3.5,5.5,5.4,5.4,5.5,3,1,11.746
12,SimA2,5,3.5,7.5,5.5,5.5,5.6,5.4,1,2,7.571
12,SimA2,6,3.7,7.3,5.6,5.4,5.8,5.2,1,3,10.949
12,SimA1,8,3.4,7.5,5.4,5.5,3.2,7.7,3,2,18.228
12,SimA2,9,3.5,7.6,5.5,5.6,5.6,5.5,3,1,5.077
12,SimB1,10,7.6,3.5,5.5,5.6,7.7,3.4,3,2,6.944
12,SimA1,12,3.7,7.5,5.6,5.6,3.5,7.7,1,2,6.963
12,SimB2,15,7.7,3.5,5.6,5.6,5.4,5.8,3,2,14.355
12,SimB2,17,7.6,3.5,5.5,5.6,5.3,5.8,3,3,10.355
12,SimA2,18,3.5,7.7,5.6,5.6,5.8,5.4,1,1,4.691
12,SimA2,20,3.4,7.5,5.4,5.5,5.6,5.3,1,2,9.668
12,SimA2,21,3.4,7.7,5.5,5.6,5.6,5.5,1,1,5.121
12,SimB1,24,7.6,3.5,5.5,5.6,7.8,3.3,1,3,36.514
12,SimB2,28,7.4,3.5,5.4,5.5,5.2,5.7,3,2,7.936
12,SimA2,30,3.6,7.5,5.5,5.6,5.6,5.5,1,1,9.315
12,SimB1,33,7.6,3.4,5.5,5.5,7.8,3.2,1,2,4.032
12,SimB2,35,7.7,3.5,5.6,5.6,5.4,5.8,2,2,7.249
12,SimA2,36,3.6,7.3,5.5,5.4,5.7,5.2,3,3,14.447
12,SimB1,37,7.4,3.6,5.4,5.6,7.5,3.5,2,2,8.368
12,SimB1,38,7.3,3.6,5.4,5.5,7.5,3.4,2,2,15.553
12,SimB1,39,7.4,3.5,5.4,5.5,7.5,3.4,2,2,8.336
12,SimA1,40,3.5,7.5,5.4,5.6,3.3,7.7,2,2,4.079
12,SimA1,41,3.4,7.6,5.4,5.6,3.3,7.7,3,2,4.509
12,SimA2,42,3.4,7.6,5.5,5.5,5.6,5.4,2,2,5.713
12,SimB2,43,7.3,3.5,5.3,5.5,5.1,5.7,1,1,9.693
12,SimA1,45,3.5,7.5,5.4,5.6,3.3,7.7,3,2,3.071
12,SimB1,46,7.4,3.6,5.5,5.5,7.6,3.4,2,2,2.639
12,SimB1,48,7.3,3.6,5.4,5.5,7.5,3.4,1,2,3.566
12,SimA1,49,3.3,7.5,5.3,5.5,3.1,7.7,2,2,2.195
12,SimA2,50,3.6,7.3,5.5,5.4,5.6,5.3,2,2,2.703
12,SimA2,52,3.5,7.5,5.5,5.5,5.6,5.4,3,2,7.312
12,SimB2,54,7.6,3.5,5.5,5.6,5.4,5.7,2,1,5.6
12,SimB1,56,7.6,3.3,5.5,5.4,7.7,3.2,2,2,5.198
12,SimA2,57,3.7,7.5,5.7,5.5,5.8,5.4,3,3,5.038
12,SimA1,58,3.5,7.5,5.5,5.5,3.3,7.7,3,2,5.679
12,SimB2,60,7.4,3.6,5.4,5.6,5.2,5.8,3,2,4.589
12,SimB2,65,7.3,3.6,5.4,5.5,5.3,5.6,1,1,7.07
12,SimA2,67,3.6,7.3,5.5,5.4,5.7,5.2,1,3,7.25
12,SimB1,69,7.4,3.6,5.4,5.6,7.6,3.4,3,2,2.879
12,SimB2,70,7.4,3.5,5.5,5.4,5.3,5.6,3,2,6.351
12,SimA1,71,3.7,7.3,5.6,5.4,3.5,7.5,2,2,6.111
12,SimA1,72,3.5,7.6,5.5,5.6,3.4,7.7,1,2,2.162
12,SimB2,73,7.6,3.4,5.5,5.5,5.4,5.6,1,2,3.919
12,SimA2,76,3.5,7.6,5.5,5.6,5.6,5.5,1,1,3.377
12,SimB1,77,7.5,3.5,5.5,5.5,7.6,3.4,2,2,7.696
12,SimA2,79,3.3,7.5,5.4,5.4,5.6,5.2,1,3,7.856
12,SimA2,80,3.6,7.3,5.5,5.4,5.6,5.3,1,2,4.495
12,SimB2,81,7.5,3.5,5.5,5.5,5.4,5.6,1,1,6.062
12,SimA1,82,3.5,7.5,5.5,5.5,3.3,7.7,3,2,4.339
12,SimB1,83,7.4,3.5,5.5,5.4,7.5,3.4,3,2,3.886
12,SimA2,85,3.5,7.5,5.5,5.5,5.6,5.4,3,3,3.872
12,SimA2,93,3.7,7.5,5.6,5.6,5.7,5.5,2,1,7.327
12,SimB2,95,7.5,3.4,5.5,5.4,5.3,5.6,2,2,3.71
12,SimB1,96,7.7,3.5,5.6,5.6,7.8,3.4,1,2,4.497
12,SimB2,97,7.6,3.4,5.5,5.5,5.4,5.6,1,2,3.312
12,SimB1,98,7.3,3.5,5.3,5.5,7.5,3.3,1,2,7.074
12,SimA1,99,3.6,7.3,5.5,5.4,3.4,7.5,2,2,7.104
12,SimA2,102,3.5,7.5,5.4,5.6,5.5,5.5,2,3,3.043
12,SimA1,103,3.6,7.3,5.5,5.4,3.4,7.5,1,2,7.565
12,SimA1,104,3.3,7.5,5.4,5.4,3.2,7.6,3,2,3.088
12,SimB2,105,7.5,3.6,5.5,5.6,5.4,5.7,3,1,7.698
12,SimB1,111,7.7,3.5,5.6,5.6,7.9,3.3,1,2,2.958
12,SimB2,113,7.4,3.6,5.5,5.5,5.4,5.6,2,1,7.165
12,SimA2,115,3.3,7.6,5.4,5.5,5.5,5.4,2,1,5.949
12,SimB1,122,7.5,3.4,5.5,5.4,7.6,3.3,2,2,13.975
12,SimB1,123,7.6,3.4,5.5,5.5,7.7,3.3,2,2,7.344
12,SimA2,125,3.4,7.6,5.5,5.5,5.7,5.3,1,3,2.703
12,SimB2,129,7.4,3.6,5.4,5.6,5.2,5.8,2,1,6.655
12,SimA1,134,3.4,7.6,5.5,5.5,3.3,7.7,1,2,2.224
12,SimB2,136,7.6,3.5,5.5,5.6,5.3,5.8,2,2,8.016
12,SimB2,137,7.5,3.3,5.4,5.4,5.3,5.5,1,1,5.502
12,SimA1,138,3.6,7.4,5.5,5.5,3.5,7.5,2,2,7.407
12,SimA2,139,3.4,7.5,5.4,5.5,5.6,5.3,3,2,11.791
12,SimB2,143,7.6,3.3,5.5,5.4,5.3,5.6,1,1,13.984
12,SimA1,144,3.5,7.5,5.5,5.5,3.3,7.7,2,2,3.615
12,SimA2,146,3.4,7.6,5.4,5.6,5.5,5.5,1,1,6.449
12,SimA1,147,3.5,7.6,5.5,5.6,3.4,7.7,2,2,1.487
12,SimB2,150,7.6,3.4,5.5,5.5,5.4,5.6,1,1,3.871
12,SimA2,151,3.7,7.5,5.6,5.6,5.8,5.4,1,2,5.55
12,SimA1,153,3.6,7.3,5.5,5.4,3.4,7.5,2,1,5.969
12,SimB2,157,7.3,3.6,5.4,5.5,5.2,5.7,3,3,5.233
12,SimB1,160,7.5,3.6,5.5,5.6,7.6,3.5,3,3,3.663
12,SimB2,161,7.6,3.6,5.6,5.6,5.4,5.8,1,1,9.088
12,SimB2,162,7.6,3.4,5.5,5.5,5.3,5.7,1,1,5.84
12,SimB2,163,7.5,3.4,5.5,5.4,5.3,5.6,1,2,5.217
12,SimB1,164,7.6,3.4,5.5,5.5,7.8,3.2,3,2,16.351
12,SimA1,168,3.6,7.6,5.6,5.6,3.5,7.7,1,2,2.319
12,SimA1,172,3.4,7.7,5.5,5.6,3.2,7.9,3,2,2.241
12,SimA1,173,3.6,7.3,5.5,5.4,3.4,7.5,3,2,1.731
12,SimA2,176,3.4,7.5,5.5,5.4,5.7,5.2,3,3,2.335
12,SimA1,177,3.3,7.6,5.4,5.5,3.1,7.8,3,2,2.945
12,SimA2,178,3.6,7.4,5.5,5.5,5.7,5.3,2,3,2.4
12,SimB1,182,7.3,3.7,5.4,5.6,7.5,3.5,2,2,13.333
12,SimA1,184,3.5,7.5,5.5,5.5,3.4,7.6,3,2,1.279
12,SimA1,185,3.7,7.5,5.6,5.6,3.6,7.6,3,2,2.918
12,SimB2,188,7.3,3.7,5.4,5.6,5.2,5.8,3,1,8.831
12,SimB1,189,7.6,3.4,5.6,5.4,7.8,3.2,3,2,4.0
12,SimB2,190,7.6,3.4,5.5,5.5,5.4,5.6,1,1,4.223
12,SimA1,196,3.5,7.7,5.6,5.6,3.4,7.8,1,2,3.229
12,SimB2,201,7.6,3.6,5.6,5.6,5.4,5.8,2,3,7.298
12,SimB1,202,7.6,3.4,5.5,5.5,7.7,3.3,2,1,3.917
12,SimA2,205,3.3,7.5,5.3,5.5,5.5,5.3,1,2,4.928
12,SimB1,206,7.6,3.4,5.5,5.5,7.7,3.3,2,2,4.286
12,SimB1,207,7.6,3.6,5.7,5.5,7.8,3.4,2,3,5.377
12,SimB1,210,7.6,3.6,5.6,5.6,7.8,3.4,1,2,2.989
12,SimB2,211,7.6,3.6,5.7,5.5,5.6,5.6,2,2,3.809
12,SimA1,212,3.7,7.5,5.7,5.5,3.6,7.6,3,2,6.576
12,SimB1,216,7.6,3.5,5.5,5.6,7.8,3.3,3,2,5.007
12,SimB1,218,7.5,3.3,5.4,5.4,7.6,3.2,2,2,3.31
12,SimA2,220,3.6,7.6,5.6,5.6,5.8,5.4,1,3,4.927
12,SimB1,222,7.6,3.6,5.6,5.6,7.7,3.5,3,1,3.584
12,SimA2,223,3.5,7.5,5.4,5.6,5.5,5.5,1,3,2.877
12,SimB1,225,7.5,3.4,5.5,5.4,7.7,3.2,2,3,5.457
12,SimB1,229,7.4,3.5,5.5,5.4,7.5,3.4,2,2,5.821
12,SimA2,232,3.5,7.5,5.5,5.5,5.6,5.4,1,1,3.008
12,SimA1,235,3.6,7.5,5.5,5.6,3.4,7.7,2,2,6.528
12,SimA1,238,3.4,7.5,5.4,5.5,3.3,7.6,1,2,1.953
13,SimA2,2,3.4,7.5,5.5,5.4,5.7,5.2,1,2,82.672
13,SimA2,3,3.5,7.7,5.6,5.6,5.8,5.4,2,3,27.777
13,SimB1,4,7.4,3.5,5.5,5.4,7.5,3.4,1,2,23.749
13,SimA1,5,3.3,7.5,5.3,5.5,3.1,7.7,1,2,17.459
13,SimB1,6,7.6,3.4,5.5,5.5,7.7,3.3,3,2,12.034
13,SimB1,8,7.5,3.4,5.5,5.4,7.6,3.3,2,2,6.292
13,SimA2,9,3.5,7.5,5.5,5.5,5.6,5.4,3,3,9.186
13,SimA2,10,3.7,7.5,5.7,5.5,5.8,5.4,1,3,21.794
13,SimB1,12,7.5,3.6,5.5,5.6,7.6,3.5,3,2,5.683
13,SimB1,13,7.6,3.5,5.5,5.6,7.7,3.4,3,2,7.844
13,SimB1,14,7.3,3.5,5.3,5.5,7.5,3.3,2,2,4.112
13,SimA2,15,3.3,7.5,5.3,5.5,5.5,5.3,2,1,25.989
13,SimA1,17,3.3,7.5,5.4,5.4,3.2,7.6,2,2,6.596
13,SimA2,19,3.4,7.6,5.5,5.5,5.6,5.4,3,2,14.067
13,SimA2,21,3.5,7.5,5.4,5.6,5.5,5.5,2,3,8.645
13,SimB2,22,7.5,3.6,5.5,5.6,5.4,5.7,2,2,23.152
13,SimA2,27,3.6,7.6,5.6,5.6,5.8,5.4,1,2,19.855
13,SimA2,29,3.3,7.6,5.4,5.5,5.5,5.4,1,1,14.704
13,SimA2,30,3.5,7.6,5.5,5.6,5.6,5.5,1,1,4.126
13,SimB2,35,7.5,3.4,5.5,5.4,5.3,5.6,1,1,19.902
13,SimB1,36,7.4,3.6,5.4,5.6,7.6,3.4,1,2,12.495
13,SimB2,38,7.5,3.5,5.5,5.5,5.4,5.6,2,2,15.407
13,SimA1,43,3.4,7.6,5.4,5.6,3.3,7.7,1,2,6.865
13,SimB1,44,7.6,3.3,5.5,5.4,7.7,3.2,1,2,3.454
13,SimB2,45,7.7,3.5,5.6,5.6,5.4,5.8,2,2,5.698
13,SimB1,47,7.6,3.6,5.6,5.6,7.7,3.5,2,2,8.464
13,SimA1,48,3.5,7.5,5.4,5.6,3.3,7.7,1,2,13.455
13,SimB1,50,7.6,3.5,5.5,5.6,7.8,3.3,2,2,7.054
13,SimA1,51,3.6,7.4,5.5,5.5,3.5,7.5,3,2,13.997
13,SimA1,52,3.7,7.3,5.6,5.4,3.5,7.5,3,2,3.554
13,SimA1,53,3.5,7.7,5.6,5.6,3.4,7.8,1,2,2.302
13,SimB1,54,7.6,3.4,5.5,5.5,7.8,3.2,3,2,5.297
13,SimB2,56,7.6,3.4,5.5,5.5,5.4,5.6,1,1,7.584
13,SimB1,61,7.7,3.5,5.6,5.6,7.8,3.4,1,2,11.552
13,SimA2,63,3.5,7.5,5.4,5.6,5.5,5.5,3,1,6.831
13,SimA1,65,3.6,7.3,5.5,5.4,3.4,7.5,1,2,9.841
13,SimB1,66,7.6,3.4,5.6,5.4,7.8,3.2,1,2,13.726
13,SimA1,69,3.7,7.5,5.6,5.6,3.5,7.7,1,2,4.447
13,SimB2,70,7.3,3.6,5.4,5.5,5.3,5.6,1,1,9.089
13,SimB2,71,7.6,3.4,5.5,5.5,5.4,5.6,3,1,7.011
13,SimB1,74,7.3,3.6,5.4,5.5,7.5,3.4,1,2,11.184
13,SimB1,75,7.6,3.4,5.5,5.5,7.8,3.2,2,2,10.846
13,SimB2,77,7.6,3.6,5.7,5.5,5.6,5.6,2,1,11.04
13,SimA2,80,3.6,7.5,5.5,5.6,5.6,5.5,3,1,6.752
13,SimA1,84,3.4,7.5,5.4,5.5,3.2,7.7,2,2,6.13
13,SimB2,85,7.3,3.6,5.4,5.5,5.2,5.7,2,3,13.28
13,SimB2,88,7.6,3.4,5.5,5.5,5.3,5.7,3,2,17.247
13,SimA2,89,3.6,7.3,5.5,5.4,5.7,5.2,1,3,14.224
13,SimB1,90,7.5,3.4,5.5,5.4,7.7,3.2,3,2,5.791
13,SimB2,91,7.7,3.5,5.6,5.6,5.4,5.8,3,2,3.327
13,SimA2,93,3.4,7.7,5.5,5.6,5.6,5.5,1,1,9.841
13,SimA1,94,3.5,7.5,5.4,5.6,3.3,7.7,3,2,4.895
13,SimA2,95,3.6,7.3,5.5,5.4,5.6,5.3,2,1,17.631
13,SimB2,96,7.4,3.5,5.5,5.4,5.4,5.5,3,1,3.937
13,SimA1,102,3.5,7.5,5.5,5.5,3.3,7.7,3,2,7.967
13,SimB2,104,7.6,3.4,5.5,5.5,5.4,5.6,3,1,3.233
13,SimB1,112,7.3,3.7,5.4,5.6,7.5,3.5,3,2,9.84
13,SimB1,113,7.6,3.6,5.7,5.5,7.8,3.4,3,3,5.296
13,SimB1,114,7.5,3.3,5.4,5.4,7.6,3.2,2,2,6.016
13,SimA1,115,3.4,7.5,5.4,5.5,3.3,7.6,1,2,4.096
13,SimA1,118,3.4,7.5,5.5,5.4,3.2,7.7,2,2,3.44
13,SimB1,119,7.5,3.5,5.5,5.5,7.6,3.4,1,2,2.049
13,SimA1,121,3.5,7.5,5.5,5.5,3.4,7.6,2,2,2.752
13,SimA2,122,3.5,7.5,5.5,5.5,5.6,5.4,3,1,11.399
13,SimA2,123,3.6,7.3,5.5,5.4,5.7,5.2,1,3,6.045
13,SimA2,125,3.7,7.3,5.6,5.4,5.8,5.2,3,3,24.637
13,SimA1,127,3.3,7.6,5.4,5.5,3.1,7.8,2,3,3.088
13,SimB2,129,7.5,3.4,5.5,5.4,5.3,5.6,2,1,5.874
13,SimA1,130,3.6,7.5,5.5,5.6,3.4,7.7,2,2,2.048
13,SimB1,131,7.4,3.6,5.5,5.5,7.6,3.4,1,2,4.845
13,SimB2,133,7.6,3.6,5.6,5.6,5.4,5.8,3,1,12.45
13,SimB2,141,7.6,3.5,5.5,5.6,5.3,5.8,2,1,8.721
13,SimB1,143,7.3,3.6,5.4,5.5,7.5,3.4,3,2,8.002
13,SimA2,149,3.7,7.5,5.6,5.6,5.7,5.5,3,2,4.304
13,SimA2,152,3.7,7.5,5.6,5.6,5.8,5.4,3,1,13.152
13,SimB2,153,7.3,3.5,5.3,5.5,5.1,5.7,3,3,7.806
13,SimA1,155,3.6,7.3,5.5,5.4,3.4,7.5,1,2,8.579
13,SimB1,156,7.6,3.4,5.5,5.5,7.7,3.3,1,2,10.414
13,SimA1,158,3.7,7.5,5.6,5.6,3.6,7.6,1,2,7.167
13,SimB2,159,7.6,3.4,5.5,5.5,5.4,5.6,3,1,3.728
13,SimB2,165,7.6,3.4,5.6,5.4,5.4,5.6,2,1,3.758
13,SimB1,166,7.6,3.6,5.6,5.6,7.8,3.4,3,3,5.696
13,SimA2,167,3.5,7.5,5.5,5.5,5.6,5.4,2,1,4.877
13,SimA1,169,3.4,7.7,5.5,5.6,3.2,7.9,1,2,13.694
13,SimA1,174,3.5,7.5,5.5,5.5,3.3,7.7,2,2,3.072
13,SimA1,175,3.5,7.6,5.5,5.6,3.4,7.7,1,2,4.192
13,SimB1,176,7.4,3.5,5.4,5.5,7.5,3.4,3,2,5.247
13,SimB1,177,7.6,3.5,5.5,5.6,7.8,3.3,2,3,3.262
13,SimA1,178,3.4,7.6,5.5,5.5,3.2,7.8,2,3,6.129
13,SimB2,179,7.6,3.5,5.5,5.6,5.3,5.8,2,1,2.878
13,SimB2,181,7.4,3.6,5.4,5.6,5.2,5.8,3,1,13.584
13,SimA1,182,3.4,7.6,5.5,5.5,3.3,7.7,2,2,11.83
13,SimA1,183,3.5,7.5,5.5,5.5,3.3,7.7,3,2,2.863
13,SimB2,184,7.3,3.7,5.4,5.6,5.2,5.8,3,1,5.166
13,SimA2,190,3.6,7.3,5.5,5.4,5.6,5.3,3,1,24.513
13,SimA2,192,3.4,7.5,5.4,5.5,5.6,5.3,1,1,9.057
13,SimB2,193,7.6,3.3,5.5,5.4,5.3,5.6,1,1,13.202
13,SimA2,194,3.3,7.5,5.4,5.4,5.6,5.2,3,1,4.913
13,SimB1,196,7.6,3.4,5.5,5.5,7.7,3.3,2,1,8.796
13,SimB1,198,7.4,3.5,5.5,5.4,7.5,3.4,1,2,10.529
13,SimB1,200,7.7,3.5,5.6,5.6,7.9,3.3,3,2,5.04
13,SimA2,201,3.4,7.6,5.5,5.5,5.7,5.3,3,1,13.809
13,SimA1,205,3.6,7.6,5.6,5.6,3.5,7.7,1,2,5.711
13,SimA1,207,3.6,7.3,5.5,5.4,3.4,7.5,2,2,9.343
13,SimA1,208,3.5,7.6,5.5,5.6,3.4,7.7,3,2,5.232
13,SimA1,209,3.7,7.5,5.7,5.5,3.6,7.6,3,2,16.61
13,SimA2,214,3.6,7.4,5.5,5.5,5.7,5.3,1,1,10.403
13,SimA1,216,3.6,7.3,5.5,5.4,3.4,7.5,2,2,19.04
13,SimA2,218,3.5,7.6,5.5,5.6,5.6,5.5,3,1,7.024
13,SimB2,219,7.6,3.6,5.6,5.6,5.4,5.8,3,1,6.526
13,SimA2,220,3.4,7.5,5.4,5.5,5.6,5.3,2,1,5.043
13,SimB2,223,7.4,3.6,5.4,5.6,5.2,5.8,3,1,16.624
13,SimA2,224,3.4,7.6,5.4,5.6,5.5,5.5,3,1,6.417
13,SimB2,225,7.6,3.5,5.5,5.6,5.4,5.7,1,1,4.671
13,SimB2,227,7.5,3.3,5.4,5.4,5.3,5.5,3,1,9.266
13,SimB2,228,7.4,3.5,5.4,5.5,5.2,5.7,3,1,12.845
13,SimA2,230,3.5,7.5,5.5,5.5,5.6,5.4,3,1,14.031
13,SimB1,232,7.4,3.6,5.4,5.6,7.5,3.5,2,2,7.313
13,SimB2,237,7.4,3.6,5.5,5.5,5.4,5.6,2,1,8.545
13,SimB2,239,7.4,3.5,5.5,5.4,5.3,5.6,3,1,26.288
14,SimB1,1,7.4,3.5,5.5,5.4,7.5,3.4,1,2,79.208
14,SimA1,4,3.5,7.5,5.4,5.6,3.3,7.7,2,2,7.168
14,SimA2,5,3.4,7.7,5.5,5.6,5.6,5.5,1,1,18.498
14,SimB2,9,7.3,3.7,5.4,5.6,5.2,5.8,3,3,18.323
14,SimA1,11,3.6,7.5,5.5,5.6,3.4,7.7,3,2,10.133
14,SimB1,13,7.3,3.6,5.4,5.5,7.5,3.4,2,2,10.771
14,SimB1,14,7.4,3.6,5.4,5.6,7.6,3.4,1,2,4.961
14,SimA1,17,3.5,7.5,5.4,5.6,3.3,7.7,1,2,5.858
14,SimA2,18,3.4,7.6,5.5,5.5,5.7,5.3,2,3,6.817
14,SimB1,19,7.5,3.5,5.5,5.5,7.6,3.4,2,2,7.25
14,SimA1,22,3.7,7.3,5.6,5.4,3.5,7.5,2,2,12.418
14,SimB2,23,7.6,3.6,5.6,5.6,5.4,5.8,2,1,8.563
14,SimA2,25,3.3,7.6,5.4,5.5,5.5,5.4,3,1,11.248
14,SimB2,26,7.6,3.5,5.5,5.6,5.4,5.7,1,1,6.414
14,SimB1,27,7.6,3.3,5.5,5.4,7.7,3.2,2,2,4.161
14,SimA2,28,3.7,7.5,5.6,5.6,5.8,5.4,1,1,2.496
14,SimA1,29,3.7,7.5,5.6,5.6,3.5,7.7,1,2,6.767
14,SimA1,30,3.6,7.3,5.5,5.4,3.4,7.5,2,2,4.64
14,SimB1,31,7.4,3.6,5.5,5.5,7.6,3.4,1,2,3.104
14,SimB1,34,7.4,3.5,5.5,5.4,7.5,3.4,2,2,1.473
14,SimA2,35,3.4,7.5,5.5,5.4,5.7,5.2,1,1,5.047
14,SimA2,37,3.5,7.5,5.5,5.5,5.6,5.4,1,1,2.799
14,SimB1,38,7.6,3.4,5.5,5.5,7.7,3.3,1,2,2.446
14,SimB2,40,7.4,3.5,5.4,5.5,5.2,5.7,3,1,3.106
14,SimA2,42,3.4,7.5,5.4,5.5,5.6,5.3,2,1,5.39
