Sub,Effect,Trial,A1,A2,B1,B2,C1,C2,response,choice,RT
46,SimA2,126,3.3,7.5,5.3,5.5,5.5,5.3,1,3,4.383
46,SimB2,127,7.5,3.6,5.5,5.6,5.4,5.7,3,2,3.618
46,SimA1,134,3.5,7.5,5.5,5.5,3.3,7.7,3,2,3.186
46,SimB1,138,7.6,3.6,5.7,5.5,7.8,3.4,3,2,4.434
46,SimA1,139,3.5,7.6,5.5,5.6,3.4,7.7,3,2,2.447
46,SimB1,140,7.4,3.6,5.4,5.6,7.6,3.4,1,2,3.935
46,SimB2,141,7.4,3.5,5.4,5.5,5.2,5.7,1,2,3.183
46,SimB1,147,7.6,3.5,5.5,5.6,7.8,3.3,2,2,3.583
46,SimA1,148,3.6,7.5,5.5,5.6,3.4,7.7,3,2,2.257
46,SimB1,149,7.5,3.5,5.5,5.5,7.6,3.4,3,2,3.551
46,SimB2,150,7.4,3.5,5.5,5.4,5.3,5.6,2,2,5.426
46,SimB2,151,7.6,3.4,5.5,5.5,5.4,5.6,3,2,2.83
46,SimA2,155,3.7,7.5,5.6,5.6,5.8,5.4,3,2,3.217
46,SimB1,157,7.5,3.4,5.5,5.4,7.7,3.2,2,2,2.063
46,SimA1,160,3.3,7.6,5.4,5.5,3.1,7.8,2,2,2.241
46,SimA1,161,3.3,7.5,5.3,5.5,3.1,7.7,1,2,2.449
46,SimA1,162,3.4,7.5,5.4,5.5,3.2,7.7,3,2,2.015
46,SimA2,163,3.5,7.6,5.5,5.6,5.6,5.5,2,3,1.408
46,SimB1,165,7.3,3.5,5.3,5.5,7.5,3.3,2,2,3.12
46,SimA2,166,3.5,7.7,5.6,5.6,5.8,5.4,3,2,1.968
46,SimB2,168,7.5,3.4,5.5,5.4,5.3,5.6,3,2,3.233
46,SimB1,169,7.6,3.4,5.5,5.5,7.8,3.2,2,2,1.34
46,SimA2,172,3.7,7.5,5.6,5.6,5.7,5.5,3,2,1.565
46,SimA2,173,3.4,7.5,5.5,5.4,5.7,5.2,1,2,3.233
46,SimB1,176,7.5,3.6,5.5,5.6,7.6,3.5,2,2,2.687
46,SimA2,177,3.5,7.5,5.4,5.6,5.5,5.5,1,3,2.942
46,SimB2,178,7.7,3.5,5.6,5.6,5.4,5.8,3,2,2.767
46,SimA1,181,3.4,7.5,5.4,5.5,3.3,7.6,2,2,2.032
46,SimB2,182,7.6,3.5,5.5,5.6,5.3,5.8,1,2,1.813
46,SimA2,185,3.4,7.6,5.5,5.5,5.7,5.3,3,2,2.287
46,SimB1,186,7.4,3.5,5.5,5.4,7.5,3.4,3,2,1.408
46,SimB2,188,7.6,3.4,5.5,5.5,5.3,5.7,3,2,1.502
46,SimB2,189,7.6,3.4,5.5,5.5,5.4,5.6,2,2,3.135
46,SimB2,196,7.3,3.6,5.4,5.5,5.3,5.6,1,2,3.247
46,SimA2,197,3.5,7.5,5.5,5.5,5.6,5.4,3,2,4.03
46,SimA2,198,3.4,7.6,5.5,5.5,5.6,5.4,1,2,2.991
46,SimA1,200,3.7,7.5,5.7,5.5,3.6,7.6,2,2,3.936
46,SimA2,203,3.6,7.5,5.5,5.6,5.6,5.5,1,3,3.712
46,SimA1,204,3.4,7.6,5.5,5.5,3.2,7.8,2,2,1.485
46,SimB1,205,7.7,3.5,5.6,5.6,7.8,3.4,1,2,2.438
46,SimA1,206,3.5,7.5,5.4,5.6,3.3,7.7,3,2,3.391
46,SimB1,210,7.6,3.5,5.5,5.6,7.8,3.3,2,2,2.4
46,SimA2,211,3.5,7.5,5.4,5.6,5.5,5.5,3,3,2.254
46,SimA1,212,3.5,7.5,5.5,5.5,3.4,7.6,2,2,2.926
46,SimB2,216,7.4,3.6,5.5,5.5,5.4,5.6,2,2,2.417
46,SimA1,220,3.4,7.5,5.5,5.4,3.2,7.7,1,2,2.048
46,SimB1,223,7.6,3.4,5.5,5.5,7.7,3.3,3,2,2.303
46,SimA1,227,3.4,7.6,5.5,5.5,3.3,7.7,3,2,2.174
46,SimA2,231,3.7,7.5,5.7,5.5,5.8,5.4,3,2,3.071
46,SimB1,232,7.4,3.6,5.4,5.6,7.5,3.5,3,2,2.462
46,SimB2,235,7.6,3.6,5.7,5.5,5.6,5.6,2,3,1.854
46,SimA2,237,3.6,7.3,5.5,5.4,5.6,5.3,3,2,2.64
46,SimA1,238,3.3,7.5,5.4,5.4,3.2,7.6,1,2,3.599
50,SimB1,7,7.4,3.5,5.5,5.4,7.5,3.4,3,2,10.405
50,SimB1,8,7.3,3.6,5.4,5.5,7.5,3.4,3,2,5.49
50,SimA2,10,3.6,7.5,5.5,5.6,5.6,5.5,1,2,10.688
50,SimB2,13,7.4,3.5,5.5,5.4,5.4,5.5,1,3,7.49
50,SimA2,16,3.5,7.5,5.5,5.5,5.6,5.4,3,2,3.523
50,SimA1,17,3.6,7.6,5.6,5.6,3.5,7.7,1,2,3.652
50,SimA2,19,3.3,7.6,5.4,5.5,5.5,5.4,1,3,3.746
50,SimB1,22,7.5,3.4,5.5,5.4,7.6,3.3,3,2,3.747
50,SimA2,24,3.6,7.3,5.5,5.4,5.7,5.2,1,2,6.468
50,SimA2,26,3.5,7.5,5.5,5.5,5.6,5.4,1,2,2.608
50,SimA2,28,3.4,7.5,5.4,5.5,5.6,5.3,1,2,4.894
50,SimA2,29,3.7,7.5,5.7,5.5,5.8,5.4,2,3,6.737
50,SimB1,30,7.4,3.6,5.5,5.5,7.6,3.4,1,2,3.006
50,SimA1,31,3.5,7.5,5.5,5.5,3.3,7.7,1,2,2.047
50,SimB2,32,7.3,3.6,5.4,5.5,5.2,5.7,3,3,3.822
50,SimB2,33,7.4,3.5,5.5,5.4,5.3,5.6,3,2,2.738
50,SimB2,34,7.6,3.5,5.5,5.6,5.3,5.8,3,2,4.786
50,SimA2,35,3.6,7.6,5.6,5.6,5.8,5.4,1,2,2.56
50,SimB1,38,7.6,3.3,5.5,5.4,7.7,3.2,1,2,2.77
50,SimA1,39,3.4,7.6,5.4,5.6,3.3,7.7,2,2,4.222
50,SimA1,40,3.5,7.5,5.5,5.5,3.3,7.7,1,2,2.128
50,SimA1,43,3.5,7.6,5.5,5.6,3.4,7.7,3,2,3.905
50,SimB2,45,7.6,3.6,5.6,5.6,5.4,5.8,2,2,2.656
50,SimA2,46,3.5,7.6,5.5,5.6,5.6,5.5,2,2,4.43
50,SimA2,48,3.5,7.5,5.4,5.6,5.5,5.5,1,3,2.704
50,SimB2,53,7.5,3.4,5.5,5.4,5.3,5.6,1,2,11.059
50,SimB2,54,7.7,3.5,5.6,5.6,5.4,5.8,1,2,4.031
50,SimA1,55,3.6,7.3,5.5,5.4,3.4,7.5,3,2,5.505
50,SimB1,56,7.6,3.4,5.5,5.5,7.8,3.2,3,2,4.687
50,SimB2,57,7.4,3.5,5.4,5.5,5.2,5.7,3,3,5.008
50,SimB2,58,7.3,3.7,5.4,5.6,5.2,5.8,2,3,2.673
50,SimA2,61,3.6,7.3,5.5,5.4,5.6,5.3,1,2,5.646
50,SimA1,64,3.7,7.5,5.7,5.5,3.6,7.6,1,2,2.992
50,SimA2,68,3.5,7.5,5.5,5.5,5.6,5.4,3,2,3.84
50,SimA1,73,3.5,7.6,5.5,5.6,3.4,7.7,3,2,1.983
50,SimB1,74,7.5,3.4,5.5,5.4,7.7,3.2,1,2,4.289
50,SimB1,76,7.3,3.7,5.4,5.6,7.5,3.5,2,2,5.137
50,SimB1,77,7.6,3.5,5.5,5.6,7.8,3.3,1,2,1.423
50,SimA1,81,3.4,7.5,5.5,5.4,3.2,7.7,1,2,6.722
50,SimB1,82,7.3,3.6,5.4,5.5,7.5,3.4,1,2,9.696
50,SimB2,83,7.6,3.4,5.6,5.4,5.4,5.6,2,2,11.615
50,SimB1,85,7.6,3.4,5.5,5.5,7.7,3.3,1,2,3.31
50,SimA1,87,3.5,7.5,5.4,5.6,3.3,7.7,2,2,4.32
50,SimB2,88,7.6,3.4,5.5,5.5,5.3,5.7,1,1,11.039
50,SimA2,89,3.5,7.6,5.5,5.6,5.6,5.5,1,3,2.912
50,SimA2,91,3.4,7.6,5.5,5.5,5.6,5.4,2,3,3.873
50,SimA2,92,3.5,7.5,5.4,5.6,5.5,5.5,3,3,5.261
50,SimB1,93,7.6,3.4,5.5,5.5,7.7,3.3,2,1,14.483
50,SimB1,94,7.6,3.6,5.6,5.6,7.8,3.4,1,3,4.654
50,SimA1,95,3.5,7.5,5.5,5.5,3.3,7.7,1,2,3.65
50,SimB2,96,7.5,3.4,5.5,5.4,5.3,5.6,1,2,9.102
50,SimB1,98,7.7,3.5,5.6,5.6,7.9,3.3,2,2,9.647
50,SimA2,100,3.4,7.5,5.4,5.5,5.6,5.3,1,3,6.992
50,SimB1,101,7.5,3.5,5.5,5.5,7.6,3.4,1,3,4.349
50,SimB1,102,7.6,3.5,5.5,5.6,7.8,3.3,3,1,8.384
50,SimB2,107,7.6,3.4,5.5,5.5,5.4,5.6,2,1,4.208
50,SimA2,109,3.5,7.7,5.6,5.6,5.8,5.4,1,2,12.753
50,SimB1,116,7.6,3.6,5.6,5.6,7.7,3.5,2,3,4.641
50,SimA2,117,3.6,7.4,5.5,5.5,5.7,5.3,1,3,6.496
50,SimA2,120,3.4,7.6,5.4,5.6,5.5,5.5,3,3,3.84
50,SimA1,122,3.6,7.5,5.5,5.6,3.4,7.7,3,2,3.815
50,SimB1,126,7.4,3.6,5.4,5.6,7.5,3.5,1,3,4.174
50,SimB2,128,7.6,3.3,5.5,5.4,5.3,5.6,2,2,4.381
50,SimA2,129,3.5,7.5,5.5,5.5,5.6,5.4,3,3,3.394
50,SimB1,130,7.4,3.5,5.5,5.4,7.5,3.4,2,3,2.286
50,SimA1,131,3.3,7.5,5.3,5.5,3.1,7.7,2,2,2.398
50,SimB2,132,7.6,3.5,5.5,5.6,5.4,5.7,3,1,9.267
50,SimB2,133,7.3,3.6,5.4,5.5,5.3,5.6,1,1,2.543
50,SimB1,135,7.5,3.6,5.5,5.6,7.6,3.5,3,3,3.328
50,SimB1,140,7.6,3.4,5.6,5.4,7.8,3.2,2,3,6.239
50,SimB2,141,7.6,3.5,5.5,5.6,5.3,5.8,1,1,2.75
50,SimB1,142,7.6,3.6,5.7,5.5,7.8,3.4,2,3,2.623
50,SimA2,143,3.4,7.6,5.5,5.5,5.7,5.3,3,2,3.265
50,SimB1,144,7.6,3.4,5.5,5.5,7.8,3.2,3,2,1.807
50,SimA2,146,3.7,7.5,5.6,5.6,5.8,5.4,1,3,3.792
50,SimA2,154,3.7,7.3,5.6,5.4,5.8,5.2,2,3,2.912
50,SimB2,156,7.4,3.6,5.4,5.6,5.2,5.8,1,1,3.249
50,SimA2,158,3.6,7.3,5.5,5.4,5.6,5.3,2,3,2.897
50,SimA1,159,3.4,7.5,5.4,5.5,3.2,7.7,3,2,2.241
50,SimA1,160,3.5,7.5,5.5,5.5,3.4,7.6,1,2,5.185
50,SimA1,162,3.6,7.4,5.5,5.5,3.5,7.5,3,2,2.27
50,SimA1,163,3.3,7.6,5.4,5.5,3.1,7.8,2,2,3.118
50,SimB2,167,7.6,3.4,5.5,5.5,5.4,5.6,1,1,2.175
50,SimA1,168,3.7,7.5,5.6,5.6,3.5,7.7,1,2,3.311
50,SimA2,169,3.4,7.5,5.5,5.4,5.7,5.2,1,3,2.718
50,SimA1,170,3.4,7.6,5.5,5.5,3.3,7.7,3,2,2.302
50,SimB2,173,7.6,3.6,5.6,5.6,5.4,5.8,3,2,4.51
50,SimB2,181,7.5,3.5,5.5,5.5,5.4,5.6,1,1,2.591
50,SimA1,182,3.4,7.6,5.5,5.5,3.2,7.8,3,2,3.959
50,SimA1,183,3.5,7.7,5.6,5.6,3.4,7.8,1,2,1.919
50,SimA2,186,3.7,7.5,5.6,5.6,5.7,5.5,3,2,2.304
50,SimA1,187,3.7,7.3,5.6,5.4,3.5,7.5,2,2,1.921
50,SimB2,190,7.5,3.3,5.4,5.4,5.3,5.5,3,1,2.144
50,SimA1,192,3.6,7.3,5.5,5.4,3.4,7.5,3,2,2.927
50,SimB2,194,7.5,3.6,5.5,5.6,5.4,5.7,1,1,3.281
50,SimA2,195,3.3,7.5,5.3,5.5,5.5,5.3,2,3,2.718
50,SimB1,196,7.7,3.5,5.6,5.6,7.8,3.4,3,3,2.353
50,SimB2,197,7.4,3.6,5.4,5.6,5.2,5.8,3,2,4.32
50,SimA1,199,3.5,7.5,5.4,5.6,3.3,7.7,2,2,2.817
50,SimB1,201,7.5,3.3,5.4,5.4,7.6,3.2,1,3,1.917
50,SimA2,205,3.6,7.3,5.5,5.4,5.7,5.2,3,2,4.305
50,SimB2,207,7.6,3.4,5.5,5.5,5.4,5.6,1,1,2.386
50,SimA2,210,3.4,7.7,5.5,5.6,5.6,5.5,1,3,4.287
50,SimB2,213,7.7,3.5,5.6,5.6,5.4,5.8,1,1,1.68
50,SimA1,214,3.6,7.3,5.5,5.4,3.4,7.5,1,2,4.383
50,SimA1,217,3.4,7.5,5.4,5.5,3.3,7.6,1,2,1.407
50,SimA2,219,3.3,7.5,5.4,5.4,5.6,5.2,1,3,3.807
50,SimB2,220,7.6,3.6,5.7,5.5,5.6,5.6,1,3,5.233
50,SimB1,222,7.4,3.5,5.4,5.5,7.5,3.4,2,3,4.336
50,SimA1,223,3.3,7.5,5.4,5.4,3.2,7.6,2,2,3.488
50,SimB2,224,7.3,3.5,5.3,5.5,5.1,5.7,1,1,3.809
50,SimB1,226,7.6,3.4,5.5,5.5,7.7,3.3,1,1,2.494
50,SimA1,227,3.7,7.5,5.6,5.6,3.6,7.6,3,2,3.902
50,SimB2,230,7.4,3.6,5.5,5.5,5.4,5.6,2,1,4.911
50,SimA1,231,3.6,7.3,5.5,5.4,3.4,7.5,3,2,2.463
50,SimB2,233,7.6,3.4,5.5,5.5,5.4,5.6,2,1,3.12
50,SimB1,235,7.3,3.5,5.3,5.5,7.5,3.3,3,2,10.065
50,SimA1,237,3.4,7.7,5.5,5.6,3.2,7.9,2,1,2.464
50,SimB1,239,7.4,3.6,5.4,5.6,7.6,3.4,3,3,3.087
50,SimB1,240,7.6,3.5,5.5,5.6,7.7,3.4,1,3,4.191
51,SimA2,8,3.6,7.4,5.5,5.5,5.7,5.3,2,2,39.972
51,SimA1,10,3.5,7.5,5.4,5.6,3.3,7.7,2,2,27.506
51,SimB1,13,7.6,3.4,5.5,5.5,7.8,3.2,1,2,25.25
51,SimA1,16,3.5,7.7,5.6,5.6,3.4,7.8,3,2,34.931
51,SimA1,17,3.4,7.5,5.4,5.5,3.2,7.7,2,2,76.482
51,SimA2,19,3.7,7.5,5.6,5.6,5.8,5.4,1,2,57.49
51,SimB2,25,7.6,3.3,5.5,5.4,5.3,5.6,2,2,43.535
51,SimA1,26,3.5,7.5,5.5,5.5,3.3,7.7,1,2,15.84
51,SimA1,29,3.6,7.5,5.5,5.6,3.4,7.7,3,2,22.994
51,SimA2,33,3.5,7.5,5.5,5.5,5.6,5.4,3,2,110.352
51,SimA2,34,3.3,7.6,5.4,5.5,5.5,5.4,1,3,68.158
51,SimB1,35,7.6,3.5,5.5,5.6,7.7,3.4,1,2,23.378
51,SimB1,36,7.6,3.4,5.6,5.4,7.8,3.2,3,2,11.852
51,SimB2,39,7.6,3.4,5.5,5.5,5.3,5.7,3,3,19.12
51,SimB2,40,7.6,3.4,5.5,5.5,5.4,5.6,2,3,12.13
51,SimA1,41,3.3,7.6,5.4,5.5,3.1,7.8,2,2,7.729
51,SimB1,42,7.7,3.5,5.6,5.6,7.8,3.4,3,2,24.527
51,SimA1,43,3.5,7.5,5.5,5.5,3.3,7.7,3,2,7.982
51,SimA1,44,3.5,7.6,5.5,5.6,3.4,7.7,2,2,7.218
51,SimA1,45,3.7,7.5,5.7,5.5,3.6,7.6,2,2,11.632
51,SimA1,48,3.5,7.5,5.5,5.5,3.4,7.6,3,2,6.175
51,SimB1,49,7.3,3.6,5.4,5.5,7.5,3.4,3,2,8.016
51,SimA1,50,3.7,7.5,5.6,5.6,3.6,7.6,2,2,16.669
51,SimA1,52,3.6,7.3,5.5,5.4,3.4,7.5,2,2,6.32
51,SimB1,53,7.3,3.7,5.4,5.6,7.5,3.5,3,2,8.608
51,SimB1,54,7.3,3.6,5.4,5.5,7.5,3.4,2,2,8.096
51,SimB2,55,7.6,3.5,5.5,5.6,5.4,5.7,1,3,27.697
51,SimB2,56,7.5,3.6,5.5,5.6,5.4,5.7,1,3,8.206
51,SimB1,57,7.4,3.6,5.5,5.5,7.6,3.4,1,2,6.382
51,SimA1,60,3.4,7.6,5.5,5.5,3.3,7.7,2,3,38.448
51,SimA2,61,3.5,7.5,5.4,5.6,5.5,5.5,3,2,23.631
51,SimB2,65,7.7,3.5,5.6,5.6,5.4,5.8,1,2,12.753
51,SimB2,71,7.3,3.6,5.4,5.5,5.3,5.6,1,2,12.719
51,SimB2,72,7.4,3.6,5.4,5.6,5.2,5.8,3,2,10.416
51,SimB2,74,7.4,3.5,5.5,5.4,5.4,5.5,1,3,14.77
51,SimB2,75,7.3,3.5,5.3,5.5,5.1,5.7,2,2,9.987
51,SimB1,80,7.3,3.5,5.3,5.5,7.5,3.3,1,2,10.063
51,SimA1,83,3.5,7.5,5.4,5.6,3.3,7.7,3,2,19.374
51,SimB2,84,7.6,3.5,5.5,5.6,5.3,5.8,3,2,10.386
51,SimA2,86,3.6,7.3,5.5,5.4,5.6,5.3,3,3,46.337
51,SimB2,87,7.6,3.4,5.6,5.4,5.4,5.6,3,2,16.526
51,SimB1,90,7.6,3.6,5.7,5.5,7.8,3.4,2,1,8.528
51,SimA2,91,3.5,7.5,5.5,5.5,5.6,5.4,3,3,5.824
51,SimB1,94,7.6,3.4,5.5,5.5,7.8,3.2,3,2,10.653
51,SimA1,95,3.3,7.5,5.4,5.4,3.2,7.6,3,2,3.983
51,SimB2,96,7.7,3.5,5.6,5.6,5.4,5.8,3,2,11.728
51,SimA2,98,3.5,7.6,5.5,5.6,5.6,5.5,2,3,13.344
51,SimA2,99,3.6,7.3,5.5,5.4,5.7,5.2,1,3,10.624
51,SimA2,100,3.5,7.5,5.4,5.6,5.5,5.5,2,3,3.823
51,SimB1,105,7.4,3.5,5.5,5.4,7.5,3.4,1,1,22.592
51,SimB2,106,7.5,3.4,5.5,5.4,5.3,5.6,3,2,38.67
51,SimA2,108,3.6,7.3,5.5,5.4,5.7,5.2,3,3,11.811
51,SimA1,110,3.6,7.4,5.5,5.5,3.5,7.5,1,1,11.712
51,SimB2,111,7.3,3.7,5.4,5.6,5.2,5.8,2,2,8.686
51,SimB2,115,7.6,3.4,5.5,5.5,5.4,5.6,1,2,15.488
51,SimA2,118,3.5,7.6,5.5,5.6,5.6,5.5,3,3,7.394
51,SimB2,121,7.6,3.4,5.5,5.5,5.4,5.6,2,2,9.887
51,SimA2,122,3.5,7.5,5.5,5.5,5.6,5.4,2,3,14.261
51,SimB1,126,7.7,3.5,5.6,5.6,7.9,3.3,1,1,9.742
51,SimB2,127,7.4,3.5,5.4,5.5,5.2,5.7,2,2,7.247
51,SimA1,128,3.5,7.5,5.5,5.5,3.3,7.7,1,1,9.489
51,SimA1,131,3.7,7.5,5.6,5.6,3.5,7.7,2,1,6.482
51,SimB2,132,7.4,3.5,5.5,5.4,5.3,5.6,1,2,7.694
51,SimA2,133,3.4,7.6,5.5,5.5,5.7,5.3,3,2,6.036
51,SimB1,134,7.6,3.5,5.5,5.6,7.8,3.3,2,1,8.51
51,SimB1,135,7.5,3.4,5.5,5.4,7.7,3.2,3,1,4.672
51,SimB2,136,7.5,3.5,5.5,5.5,5.4,5.6,2,2,3.791
51,SimA1,139,3.6,7.3,5.5,5.4,3.4,7.5,1,1,22.24
51,SimA1,140,3.4,7.6,5.4,5.6,3.3,7.7,2,1,9.459
51,SimA1,142,3.4,7.6,5.5,5.5,3.2,7.8,2,1,4.513
51,SimA1,148,3.7,7.3,5.6,5.4,3.5,7.5,3,3,15.661
51,SimB1,150,7.5,3.4,5.5,5.4,7.6,3.3,2,1,7.854
51,SimA1,151,3.6,7.3,5.5,5.4,3.4,7.5,1,1,9.52
51,SimA2,154,3.7,7.5,5.6,5.6,5.7,5.5,2,2,4.11
51,SimA2,157,3.6,7.3,5.5,5.4,5.6,5.3,3,2,17.742
51,SimB1,158,7.5,3.6,5.5,5.6,7.6,3.5,2,1,16.095
51,SimB1,159,7.5,3.5,5.5,5.5,7.6,3.4,1,1,7.57
51,SimA1,160,3.6,7.3,5.5,5.4,3.4,7.5,2,3,10.433
51,SimB1,161,7.5,3.3,5.4,5.4,7.6,3.2,3,1,8.287
51,SimB1,163,7.4,3.6,5.4,5.6,7.5,3.5,2,3,9.855
51,SimA2,164,3.3,7.5,5.3,5.5,5.5,5.3,3,3,9.726
51,SimB1,165,7.4,3.5,5.5,5.4,7.5,3.4,3,1,6.321
51,SimB1,167,7.6,3.4,5.5,5.5,7.7,3.3,3,1,5.135
51,SimB2,171,7.6,3.5,5.5,5.6,5.3,5.8,2,2,6.527
51,SimA2,172,3.7,7.5,5.7,5.5,5.8,5.4,2,2,9.053
51,SimB2,173,7.6,3.6,5.7,5.5,5.6,5.6,3,2,11.441
51,SimB1,174,7.6,3.3,5.5,5.4,7.7,3.2,2,1,5.39
51,SimB1,175,7.6,3.6,5.6,5.6,7.8,3.4,2,3,7.584
51,SimB2,178,7.5,3.4,5.5,5.4,5.3,5.6,2,2,8.0
51,SimA1,182,3.3,7.5,5.3,5.5,3.1,7.7,1,1,14.358
51,SimA1,183,3.6,7.6,5.6,5.6,3.5,7.7,3,1,8.128
51,SimA2,186,3.7,7.3,5.6,5.4,5.8,5.2,2,2,13.727
51,SimA2,188,3.5,7.7,5.6,5.6,5.8,5.4,2,3,3.886
51,SimB1,191,7.6,3.4,5.5,5.5,7.7,3.3,3,1,3.92
51,SimA2,196,3.3,7.5,5.4,5.4,5.6,5.2,3,2,3.12
51,SimB2,198,7.6,3.6,5.6,5.6,5.4,5.8,2,2,6.015
51,SimA2,199,3.5,7.5,5.5,5.5,5.6,5.4,2,2,13.488
51,SimA1,200,3.5,7.6,5.5,5.6,3.4,7.7,2,1,23.456
51,SimB1,203,7.6,3.4,5.5,5.5,7.7,3.3,3,3,9.536
51,SimA2,204,3.4,7.6,5.5,5.5,5.6,5.4,2,3,3.904
51,SimA1,205,3.4,7.7,5.5,5.6,3.2,7.9,1,1,6.912
51,SimA2,206,3.6,7.5,5.5,5.6,5.6,5.5,1,3,4.882
51,SimB2,208,7.6,3.4,5.5,5.5,5.4,5.6,2,2,4.575
51,SimA2,211,3.4,7.5,5.4,5.5,5.6,5.3,3,3,7.841
51,SimB2,214,7.4,3.6,5.5,5.5,5.4,5.6,3,2,7.601
51,SimB2,216,7.5,3.3,5.4,5.4,5.3,5.5,1,2,8.687
51,SimB2,219,7.3,3.6,5.4,5.5,5.2,5.7,1,3,4.686
51,SimB2,220,7.6,3.6,5.6,5.6,5.4,5.8,3,2,2.928
51,SimA2,221,3.4,7.5,5.4,5.5,5.6,5.3,3,3,4.628
51,SimA2,222,3.4,7.7,5.5,5.6,5.6,5.5,1,3,4.206
51,SimA2,223,3.4,7.5,5.5,5.4,5.7,5.2,2,2,3.744
51,SimA1,224,3.4,7.5,5.5,5.4,3.2,7.7,3,3,7.633
51,SimB1,227,7.6,3.5,5.5,5.6,7.8,3.3,1,1,4.253
51,SimA2,228,3.4,7.6,5.4,5.6,5.5,5.5,3,3,5.231
51,SimB1,231,7.4,3.5,5.4,5.5,7.5,3.4,1,3,6.672
51,SimB1,233,7.6,3.6,5.6,5.6,7.7,3.5,3,3,6.642
51,SimA1,234,3.4,7.5,5.4,5.5,3.3,7.6,3,3,10.399
51,SimB1,235,7.4,3.6,5.4,5.6,7.6,3.4,1,3,6.273
51,SimA2,236,3.6,7.6,5.6,5.6,5.8,5.4,3,3,4.498
51,SimB2,239,7.4,3.6,5.4,5.6,5.2,5.8,1,2,6.4
52,SimA2,1,3.7,7.3,5.6,5.4,5.8,5.2,1,1,65.815
52,SimA2,4,3.5,7.5,5.5,5.5,5.6,5.4,1,1,12.082
52,SimA2,5,3.3,7.5,5.3,5.5,5.5,5.3,1,1,16.196
52,SimA2,6,3.5,7.7,5.6,5.6,5.8,5.4,2,1,6.29
52,SimA2,8,3.4,7.7,5.5,5.6,5.6,5.5,2,1,7.041
52,SimA2,9,3.7,7.5,5.7,5.5,5.8,5.4,3,1,5.346
52,SimA2,11,3.6,7.5,5.5,5.6,5.6,5.5,1,1,3.238
52,SimB1,12,7.4,3.6,5.4,5.6,7.5,3.5,2,2,15.664
52,SimA1,15,3.6,7.3,5.5,5.4,3.4,7.5,1,1,13.506
52,SimB2,16,7.3,3.7,5.4,5.6,5.2,5.8,3,1,25.169
52,SimB1,18,7.6,3.6,5.6,5.6,7.7,3.5,2,2,22.321
52,SimB1,19,7.3,3.6,5.4,5.5,7.5,3.4,2,2,10.355
52,SimA1,20,3.4,7.6,5.5,5.5,3.2,7.8,3,3,9.746
52,SimA1,21,3.6,7.3,5.5,5.4,3.4,7.5,3,1,13.315
52,SimB2,23,7.5,3.4,5.5,5.4,5.3,5.6,3,1,6.9
52,SimA2,25,3.7,7.5,5.6,5.6,5.8,5.4,1,1,7.343
52,SimB2,26,7.6,3.4,5.5,5.5,5.3,5.7,3,1,11.362
52,SimA2,31,3.7,7.5,5.6,5.6,5.7,5.5,1,1,19.632
52,SimA1,32,3.4,7.7,5.5,5.6,3.2,7.9,2,3,23.565
52,SimA2,34,3.5,7.6,5.5,5.6,5.6,5.5,3,1,4.974
52,SimB1,35,7.6,3.4,5.5,5.5,7.7,3.3,1,1,12.384
52,SimA1,36,3.6,7.5,5.5,5.6,3.4,7.7,2,3,16.64
52,SimB1,38,7.5,3.5,5.5,5.5,7.6,3.4,1,1,15.392
52,SimB1,40,7.3,3.6,5.4,5.5,7.5,3.4,3,3,21.823
52,SimA1,41,3.6,7.4,5.5,5.5,3.5,7.5,1,3,21.102
52,SimA2,42,3.6,7.6,5.6,5.6,5.8,5.4,1,1,32.095
52,SimB2,43,7.3,3.6,5.4,5.5,5.3,5.6,1,2,17.374
52,SimB1,45,7.6,3.4,5.6,5.4,7.8,3.2,1,2,4.785
52,SimB2,47,7.4,3.6,5.4,5.6,5.2,5.8,1,1,6.801
52,SimB2,50,7.6,3.5,5.5,5.6,5.3,5.8,3,1,17.024
52,SimA1,53,3.3,7.5,5.4,5.4,3.2,7.6,3,2,6.61
52,SimA2,56,3.4,7.6,5.4,5.6,5.5,5.5,3,1,7.134
52,SimB1,61,7.5,3.4,5.5,5.4,7.7,3.2,2,1,9.153
52,SimA1,62,3.3,7.5,5.3,5.5,3.1,7.7,2,2,15.143
52,SimB1,63,7.6,3.4,5.5,5.5,7.8,3.2,3,2,18.833
52,SimB2,65,7.6,3.6,5.6,5.6,5.4,5.8,2,1,8.351
52,SimA2,66,3.6,7.3,5.5,5.4,5.6,5.3,2,1,11.408
52,SimA2,67,3.4,7.6,5.5,5.5,5.7,5.3,2,1,43.711
52,SimA1,68,3.5,7.5,5.5,5.5,3.3,7.7,1,1,32.399
52,SimB2,69,7.7,3.5,5.6,5.6,5.4,5.8,3,1,9.187
52,SimA2,70,3.6,7.3,5.5,5.4,5.7,5.2,2,1,3.391
52,SimB2,74,7.6,3.4,5.5,5.5,5.4,5.6,3,1,6.016
52,SimA1,75,3.4,7.5,5.5,5.4,3.2,7.7,3,2,10.495
52,SimB2,76,7.5,3.4,5.5,5.4,5.3,5.6,3,1,3.937
52,SimB1,78,7.3,3.5,5.3,5.5,7.5,3.3,3,2,32.867
52,SimA1,83,3.5,7.5,5.5,5.5,3.4,7.6,2,2,14.352
52,SimA2,85,3.4,7.6,5.5,5.5,5.6,5.4,1,1,6.592
