username: 2865, Experiment time (minutes): 35
Operating system: Windows 7
Manufacturer: Adobe Windows
Player type: PlugIn
Version: WIN 10,3,183,10

username	blkNum	trlNum	Rect1Height	Rect1Width	Rect2Height	Rect2Width	Rect3Height	Rect3Width	Effect	StimType	StimPosition	rawResp	response	RT
2865	0	1	92.000	  41.109	  76.000	  49.763	  61.000	  62.000	Com1	R	1	51	3	5100
2865	0	2	59.000	  59.000	  58.000	  52.224	  60.000	  49.917	Fill3	R	1	49	1	3570
2865	0	3	73.000	  50.110	  59.000	  62.000	  50.110	  73.000	Com2	R	2	50	3	4334
2865	1	1	50.833	  72.000	  48.833	  65.119	  52.833	  60.473	Fill4	R	3	50	1	2465
2865	1	2	96.000	  35.583	  79.000	  43.241	  61.000	  56.000	Com1	R	6	50	2	3995
2865	1	3	95.000	  37.853	  81.000	  44.395	  62.000	  58.000	Com1	R	4	51	2	2053
2865	1	4	79.000	  47.051	  76.000	  43.197	  81.000	  40.654	Fill2	R	4	50	1	5805
2865	1	5	82.000	  45.329	  63.000	  59.000	  42.239	  88.000	Com2	R	2	50	3	5856
2865	1	6	80.000	  44.987	  61.000	  59.000	  40.898	  88.000	Com2	R	3	50	1	3664
2865	1	7	63.000	  59.000	  62.000	  51.984	  64.000	  51.750	Fill3	R	1	49	1	3415
2865	1	8	63.000	  57.000	  61.000	  51.656	  66.000	  47.879	Fill3	R	2	49	1	2411
2865	1	9	60.000	  58.000	  59.000	  52.017	  63.000	  48.873	Fill3	R	6	51	1	4516
2865	1	10	75.000	  47.987	  74.000	  42.122	  78.000	  40.859	Fill2	R	5	51	1	5514
2865	1	11	81.000	  43.630	  62.000	  57.000	  40.159	  88.000	Com2	R	5	50	3	3528
2865	1	12	81.000	  44.333	  63.000	  57.000	  41.276	  87.000	Com2	R	2	50	3	2628
2865	1	13	80.000	  44.950	  62.000	  58.000	  41.333	  87.000	Com2	R	4	50	1	3591
2865	1	14	81.000	  44.395	  62.000	  58.000	  40.404	  89.000	Com2	R	1	50	2	3522
2865	1	15	59.000	  61.000	  58.000	  54.052	  61.000	  50.967	Fill3	R	4	50	1	2703
2865	1	16	77.000	  45.974	  60.000	  59.000	  40.227	  88.000	Com2	R	3	50	1	2621
2865	1	17	80.000	  44.888	  63.000	  57.000	  41.276	  87.000	Com2	R	5	50	3	2687
2865	1	18	60.000	  61.000	  59.000	  55.153	  61.000	  52.475	Fill3	R	3	50	1	2607
2865	1	19	78.000	  46.038	  77.000	  40.169	  79.000	  40.253	Fill2	R	3	50	1	1746
2865	1	20	39.989	  90.000	  37.989	  80.445	  40.989	  75.142	Fill5	R	1	49	1	3927
2865	1	21	39.989	  90.000	  38.989	  78.535	  40.989	  74.581	Fill5	R	4	50	1	5332
2865	1	22	49.714	  70.000	  47.714	  64.299	  50.714	  59.431	Fill4	R	4	50	1	5481
2865	1	23	47.884	  69.000	  44.884	  63.541	  49.884	  57.233	Fill4	R	5	51	1	1338
2865	1	24	49.986	  72.000	  47.986	  66.144	  50.986	  61.370	Fill4	R	3	50	1	2463
2865	1	25	91.000	  38.242	  90.000	  33.956	  94.000	  31.851	Fill1	R	2	49	1	3063
2865	1	26	97.000	  37.072	  80.000	  44.950	  62.000	  58.000	Com1	R	4	49	3	2215
2865	1	27	96.000	  37.458	  81.000	  44.395	  62.000	  58.000	Com1	R	4	51	2	2745
